Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,164,29.03,46,43,7,15.22,3,6.52,85,10,11.76,6.1,29,17.68,23.78,20.59,27.68,14.29,0.395,0.435,0.581,1.016,0.18599999999999994
CH,Changeup,OS,94,16.64,26,23,1,3.85,3,11.54,48,13,27.08,13.83,8,8.51,22.34,35.48,16.38,3.45,0.217,0.308,0.391,0.6990000000000001,0.17400000000000002
SI,Sinker,FB,74,13.1,17,17,2,11.76,0,0.0,38,5,13.16,6.76,15,20.27,27.03,20.0,12.43,9.09,0.353,0.353,0.529,0.882,0.17600000000000005
SL,Slider,BR,66,11.68,13,13,8,61.54,0,0.0,37,19,51.35,28.79,9,13.64,42.42,50.0,11.86,38.1,0.077,0.077,0.077,0.154,0.0
CU,Curveball,BR,63,11.15,14,12,6,42.86,1,7.14,26,10,38.46,15.87,13,20.63,36.51,29.73,12.43,27.27,0.417,0.462,0.5,0.962,0.08300000000000002
FC,Cutter,FB,51,9.03,15,14,1,6.67,1,6.67,25,5,20.0,9.8,6,11.76,21.57,20.0,7.91,7.14,0.286,0.333,0.5,0.833,0.21400000000000002
ST,Sweeper,BR,24,4.25,6,5,3,50.0,1,16.67,9,5,55.56,20.83,3,12.5,33.33,20.0,5.65,30.0,0.4,0.5,0.4,0.9,0.0
SV,Slurve,BR,15,2.65,2,1,1,50.0,1,50.0,3,1,33.33,6.67,3,20.0,26.67,18.18,2.82,20.0,0.0,0.5,0.0,0.5,0.0
FS,Split-Finger,OS,9,1.59,3,3,1,33.33,0,0.0,4,2,50.0,22.22,0,0.0,22.22,37.5,2.82,20.0,0.333,0.333,0.333,0.666,0.0
KC,Knuckle Curve,BR,4,0.71,2,1,0,0.0,1,50.0,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.5,0.0
,,,1,0.18,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,
