Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,246,34.75,47,39,9,19.15,6,12.77,104,25,24.04,10.16,32,13.01,23.17,12.4,30.91,13.24,0.308,0.391,0.744,1.135,0.436
CH,Changeup,OS,125,17.66,43,40,5,11.63,2,4.65,78,20,25.64,16.0,9,7.2,23.2,45.71,19.55,11.63,0.25,0.286,0.425,0.711,0.175
SI,Sinker,FB,98,13.84,20,17,3,15.0,2,10.0,38,5,13.16,5.1,24,24.49,29.59,19.51,12.27,11.11,0.235,0.316,0.412,0.728,0.177
CU,Curveball,BR,74,10.45,13,11,5,38.46,1,7.69,29,9,31.03,12.16,8,10.81,22.97,27.66,14.09,16.13,0.091,0.154,0.091,0.245,0.0
FC,Cutter,FB,59,8.33,16,13,3,18.75,1,6.25,29,10,34.48,16.95,6,10.17,27.12,17.24,8.64,15.79,0.231,0.333,0.692,1.025,0.46099999999999997
SL,Slider,BR,57,8.05,15,12,3,20.0,3,20.0,29,13,44.83,22.81,9,15.79,38.6,19.23,6.36,21.43,0.25,0.4,0.75,1.15,0.5
ST,Sweeper,BR,24,3.39,6,5,1,16.67,1,16.67,14,4,28.57,16.67,3,12.5,29.17,41.67,5.0,9.09,0.4,0.5,1.0,1.5,0.6
KC,Knuckle Curve,BR,11,1.55,4,2,2,50.0,2,50.0,3,2,66.67,18.18,0,0.0,18.18,25.0,2.27,40.0,0.0,0.5,0.0,0.5,0.0
,,,10,1.41,2,0,0,0.0,2,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,
SV,Slurve,BR,3,0.42,1,1,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,0.0,0.45,0.0,1.0,1.0,4.0,5.0,3.0
FS,Split-Finger,OS,1,0.14,1,1,1,100.0,0,0.0,1,1,100.0,100.0,0,0.0,100.0,100.0,0.45,100.0,0.0,0.0,0.0,0.0,0.0
