Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,180,33.27,38,32,15,39.47,5,13.16,78,40,51.28,22.22,43,23.89,46.11,19.44,31.25,30.0,0.281,0.395,0.406,0.801,0.125
SL,Slider,BR,103,19.04,33,33,14,42.42,0,0.0,59,29,49.15,28.16,12,11.65,39.81,41.82,20.0,43.75,0.091,0.091,0.121,0.212,0.03
SI,Sinker,FB,99,18.3,24,22,5,20.83,2,8.33,51,12,23.53,12.12,20,20.2,32.32,39.58,13.75,22.73,0.273,0.333,0.318,0.651,0.044999999999999984
ST,Sweeper,BR,66,12.2,23,22,9,39.13,0,0.0,38,15,39.47,22.73,4,6.06,28.79,46.34,16.25,34.62,0.182,0.174,0.318,0.492,0.136
FC,Cutter,FB,29,5.36,9,9,0,0.0,0,0.0,17,3,17.65,10.34,3,10.34,20.69,31.25,3.12,0.0,0.556,0.556,0.889,1.445,0.33299999999999996
CH,Changeup,OS,21,3.88,4,4,1,25.0,0,0.0,12,5,41.67,23.81,0,0.0,23.81,18.18,3.12,20.0,0.25,0.25,0.25,0.5,0.0
CU,Curveball,BR,21,3.88,6,6,2,33.33,0,0.0,12,3,25.0,14.29,1,4.76,19.05,42.86,5.62,22.22,0.167,0.167,0.667,0.8340000000000001,0.5
SV,Slurve,BR,12,2.22,3,3,1,33.33,0,0.0,5,1,20.0,8.33,1,8.33,16.67,14.29,2.5,25.0,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,9,1.66,4,4,1,25.0,0,0.0,6,3,50.0,33.33,1,11.11,44.44,50.0,3.75,16.67,0.25,0.25,0.25,0.5,0.0
FS,Split-Finger,OS,1,0.18,0,0,0,,0,,1,0,0.0,0.0,0,0.0,0.0,100.0,0.62,0.0,,,,,
