Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,213,29.58,56,46,9,16.07,9,16.07,93,12,12.9,5.63,52,24.41,30.05,13.1,31.34,14.29,0.326,0.429,0.696,1.125,0.36999999999999994
CH,Changeup,OS,152,21.11,37,37,11,29.73,0,0.0,59,19,32.2,12.5,16,10.53,23.03,24.0,16.92,32.35,0.135,0.135,0.189,0.324,0.05399999999999999
SI,Sinker,FB,121,16.81,28,24,1,3.57,3,10.71,49,4,8.16,3.31,35,28.93,32.23,20.75,13.43,3.7,0.292,0.357,0.333,0.69,0.041000000000000036
CU,Curveball,BR,69,9.58,15,13,2,13.33,2,13.33,23,3,13.04,4.35,19,27.54,31.88,17.24,10.95,9.09,0.308,0.4,0.615,1.0150000000000001,0.307
SL,Slider,BR,66,9.17,17,15,6,35.29,2,11.76,22,8,36.36,12.12,10,15.15,27.27,18.6,11.44,26.09,0.2,0.294,0.6,0.8939999999999999,0.39999999999999997
FC,Cutter,FB,46,6.39,10,8,3,30.0,1,10.0,17,2,11.76,4.35,9,19.57,23.91,15.38,6.47,23.08,0.125,0.2,0.125,0.325,0.0
ST,Sweeper,BR,18,2.5,5,5,1,20.0,0,0.0,8,1,12.5,5.56,3,16.67,22.22,30.0,4.98,10.0,0.4,0.4,1.0,1.4,0.6
KC,Knuckle Curve,BR,16,2.22,5,5,2,40.0,0,0.0,6,1,16.67,6.25,4,25.0,31.25,33.33,2.99,33.33,0.2,0.2,0.4,0.6000000000000001,0.2
SV,Slurve,BR,13,1.81,3,2,0,0.0,1,33.33,4,1,25.0,7.69,5,38.46,46.15,25.0,1.0,0.0,0.0,0.333,0.0,0.333,0.0
,,,5,0.69,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,
CS,Slow Curve,BR,1,0.14,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.5,0.0,,,,,
