Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,158,39.01,31,26,4,12.9,5,16.13,67,12,17.91,7.59,29,18.35,25.95,23.38,34.68,9.3,0.192,0.323,0.192,0.515,0.0
SI,Sinker,FB,59,14.57,8,8,2,25.0,0,0.0,20,3,15.0,5.08,18,30.51,35.59,18.52,7.26,22.22,0.5,0.5,0.5,1.0,0.0
SL,Slider,BR,49,12.1,14,13,7,50.0,1,7.14,19,8,42.11,16.33,7,14.29,30.61,27.27,17.74,31.82,0.231,0.286,0.385,0.671,0.154
CH,Changeup,OS,47,11.6,12,10,3,25.0,1,8.33,21,3,14.29,6.38,8,17.02,23.4,33.33,12.9,18.75,0.2,0.25,0.2,0.45,0.0
CU,Curveball,BR,41,10.12,12,11,2,16.67,1,8.33,19,3,15.79,7.32,10,24.39,31.71,25.0,12.1,13.33,0.182,0.25,0.273,0.523,0.09100000000000003
ST,Sweeper,BR,21,5.19,5,4,0,0.0,1,20.0,13,3,23.08,14.29,3,14.29,28.57,45.45,8.87,0.0,0.5,0.6,0.75,1.35,0.25
FC,Cutter,FB,20,4.94,8,6,1,12.5,2,25.0,8,2,25.0,10.0,4,20.0,30.0,38.46,4.03,20.0,0.667,0.75,1.333,2.083,0.6659999999999999
KC,Knuckle Curve,BR,7,1.73,2,1,0,0.0,1,50.0,2,0,0.0,0.0,1,14.29,14.29,0.0,2.42,0.0,1.0,1.0,1.0,2.0,0.0
FS,Split-Finger,OS,2,0.49,0,0,0,,0,,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,
CS,Slow Curve,BR,1,0.25,1,0,0,0.0,0,0.0,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,1.0,,,
