Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,183,30.5,43,38,17,39.53,4,9.3,81,26,32.1,14.21,33,18.03,32.24,26.14,30.65,27.87,0.079,0.163,0.079,0.242,0.0
CH,Changeup,OS,145,24.17,42,42,13,30.95,0,0.0,85,33,38.82,22.76,14,9.66,32.41,34.85,24.62,26.53,0.19,0.19,0.357,0.5469999999999999,0.16699999999999998
SI,Sinker,FB,81,13.5,24,22,6,25.0,2,8.33,38,9,23.68,11.11,14,17.28,28.4,27.5,9.55,31.58,0.227,0.292,0.5,0.792,0.273
SL,Slider,BR,58,9.67,16,15,2,12.5,1,6.25,31,6,19.35,10.34,8,13.79,24.14,32.14,12.06,8.33,0.2,0.25,0.4,0.65,0.2
CU,Curveball,BR,55,9.17,6,6,1,16.67,0,0.0,25,9,36.0,16.36,7,12.73,29.09,33.33,11.06,4.55,0.167,0.167,0.167,0.334,0.0
FC,Cutter,FB,36,6.0,9,7,1,11.11,2,22.22,20,3,15.0,8.33,3,8.33,16.67,40.0,5.03,10.0,0.429,0.556,1.286,1.842,0.857
ST,Sweeper,BR,19,3.17,3,3,2,66.67,0,0.0,10,5,50.0,26.32,3,15.79,42.11,40.0,3.02,33.33,0.333,0.333,0.333,0.666,0.0
,,,9,1.5,2,0,0,0.0,2,100.0,0,0,,0.0,0,0.0,0.0,,0.5,0.0,,1.0,,,
KC,Knuckle Curve,BR,7,1.17,1,1,0,0.0,0,0.0,3,1,33.33,14.29,1,14.29,28.57,33.33,2.51,0.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,6,1.0,0,0,0,,0,,1,0,0.0,0.0,1,16.67,16.67,0.0,1.01,0.0,,,,,
FS,Split-Finger,OS,1,0.17,0,0,0,,0,,1,1,100.0,100.0,0,0.0,100.0,100.0,0.0,,,,,,
