Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,225,30.36,46,37,16,34.78,6,13.04,119,48,40.34,21.33,29,12.89,34.22,25.93,39.24,16.13,0.297,0.435,0.649,1.084,0.35200000000000004
SI,Sinker,FB,163,22.0,53,51,8,15.09,1,1.89,82,12,14.63,7.36,34,20.86,28.22,28.36,15.61,21.62,0.314,0.34,0.373,0.7130000000000001,0.059
SL,Slider,BR,132,17.81,37,36,6,16.22,1,2.7,73,25,34.25,18.94,6,4.55,23.48,34.18,17.72,14.29,0.25,0.27,0.528,0.798,0.278
ST,Sweeper,BR,71,9.58,16,15,2,12.5,0,0.0,43,10,23.26,14.08,5,7.04,21.13,42.5,10.13,8.33,0.267,0.312,0.333,0.645,0.066
CH,Changeup,OS,56,7.56,12,10,4,33.33,2,16.67,28,9,32.14,16.07,4,7.14,23.21,30.0,8.44,20.0,0.1,0.25,0.1,0.35,0.0
FC,Cutter,FB,41,5.53,9,9,1,11.11,0,0.0,23,5,21.74,12.2,2,4.88,17.07,30.43,2.95,14.29,0.222,0.222,0.667,0.889,0.44500000000000006
CU,Curveball,BR,28,3.78,8,8,0,0.0,0,0.0,12,0,0.0,0.0,2,7.14,7.14,12.5,1.69,0.0,0.375,0.375,1.125,1.5,0.75
KC,Knuckle Curve,BR,11,1.48,2,2,0,0.0,0,0.0,7,0,0.0,0.0,2,18.18,18.18,57.14,3.38,0.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,10,1.35,4,4,0,0.0,0,0.0,6,0,0.0,0.0,2,20.0,20.0,60.0,0.84,0.0,0.25,0.25,0.25,0.5,0.0
,,,4,0.54,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,
