Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,99,31.03,28,26,8,28.57,2,7.14,54,17,31.48,17.17,13,13.13,30.3,32.61,40.4,20.0,0.462,0.5,1.115,1.615,0.653
CH,Changeup,OS,61,19.12,20,20,5,25.0,0,0.0,31,9,29.03,14.75,7,11.48,26.23,37.84,22.22,22.73,0.05,0.05,0.05,0.1,0.0
SI,Sinker,FB,49,15.36,12,11,5,41.67,1,8.33,23,7,30.43,14.29,7,14.29,28.57,30.77,13.13,38.46,0.091,0.167,0.091,0.258,0.0
SL,Slider,BR,38,11.91,6,6,4,66.67,0,0.0,19,7,36.84,18.42,7,18.42,36.84,35.29,13.13,30.77,0.167,0.167,0.167,0.334,0.0
FC,Cutter,FB,32,10.03,4,4,0,0.0,0,0.0,15,1,6.67,3.12,7,21.88,25.0,33.33,3.03,0.0,0.5,0.5,0.75,1.25,0.25
CU,Curveball,BR,23,7.21,2,2,1,50.0,0,0.0,5,1,20.0,4.35,9,39.13,43.48,16.67,3.03,33.33,0.0,0.0,0.0,0.0,0.0
ST,Sweeper,BR,11,3.45,2,2,0,0.0,0,0.0,3,0,0.0,0.0,5,45.45,45.45,0.0,3.03,0.0,0.5,0.5,0.5,1.0,0.0
KC,Knuckle Curve,BR,3,0.94,1,0,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,1.01,0.0,,0.0,,,
FS,Split-Finger,OS,2,0.63,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,1,0.31,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
