Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,120,39.34,32,24,7,21.88,7,21.88,53,17,32.08,14.17,31,25.83,40.0,26.92,38.3,19.44,0.333,0.484,0.5,0.984,0.16699999999999998
CH,Changeup,OS,66,21.64,15,15,3,20.0,0,0.0,32,10,31.25,15.15,6,9.09,24.24,27.78,22.34,14.29,0.4,0.4,0.4,0.8,0.0
SL,Slider,BR,45,14.75,12,10,5,41.67,2,16.67,21,7,33.33,15.56,5,11.11,26.67,33.33,18.09,29.41,0.1,0.25,0.4,0.65,0.30000000000000004
SI,Sinker,FB,24,7.87,6,6,0,0.0,0,0.0,10,0,0.0,0.0,5,20.83,20.83,7.69,4.26,0.0,0.333,0.333,0.833,1.166,0.49999999999999994
ST,Sweeper,BR,15,4.92,1,0,0,0.0,1,100.0,3,2,66.67,13.33,0,0.0,13.33,0.0,5.32,0.0,,1.0,,,
CU,Curveball,BR,13,4.26,4,4,0,0.0,0,0.0,5,1,20.0,7.69,3,23.08,30.77,16.67,4.26,0.0,0.75,0.75,1.0,1.75,0.25
FC,Cutter,FB,12,3.93,3,3,0,0.0,0,0.0,5,1,20.0,8.33,2,16.67,25.0,20.0,6.38,0.0,0.667,0.667,0.667,1.334,0.0
SV,Slurve,BR,3,0.98,0,0,0,,0,,1,0,0.0,0.0,2,66.67,66.67,100.0,0.0,,,,,,
KC,Knuckle Curve,BR,3,0.98,0,0,0,,0,,1,0,0.0,0.0,1,33.33,33.33,0.0,0.0,,,,,,
,,,3,0.98,2,1,1,50.0,1,50.0,0,0,,0.0,0,0.0,0.0,,1.06,100.0,0.0,0.5,0.0,0.5,0.0
FS,Split-Finger,OS,1,0.33,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
