Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,284,39.34,59,51,24,40.68,8,13.56,104,39,37.5,13.73,65,22.89,36.62,17.73,41.63,24.74,0.294,0.39,0.608,0.998,0.314
CH,Changeup,OS,140,19.39,33,28,7,21.21,5,15.15,45,12,26.67,8.57,20,14.29,22.86,18.56,18.45,16.28,0.107,0.242,0.179,0.421,0.072
SL,Slider,BR,79,10.94,20,15,7,35.0,4,20.0,41,10,24.39,12.66,14,17.72,30.38,41.86,10.3,29.17,0.133,0.3,0.333,0.633,0.2
SI,Sinker,FB,75,10.39,22,18,1,4.55,4,18.18,41,3,7.32,4.0,12,16.0,20.0,24.0,7.3,5.88,0.333,0.455,0.333,0.788,0.0
CU,Curveball,BR,64,8.86,14,13,1,7.14,1,7.14,28,8,28.57,12.5,14,21.88,34.38,34.29,9.44,4.55,0.462,0.5,0.615,1.115,0.15299999999999997
FC,Cutter,FB,48,6.65,11,9,4,36.36,1,9.09,25,10,40.0,20.83,7,14.58,35.42,46.67,7.3,23.53,0.222,0.273,0.667,0.9400000000000001,0.44500000000000006
ST,Sweeper,BR,24,3.32,7,6,1,14.29,1,14.29,12,2,16.67,8.33,3,12.5,20.83,37.5,4.29,10.0,0.167,0.286,0.167,0.45299999999999996,0.0
KC,Knuckle Curve,BR,3,0.42,2,2,0,0.0,0,0.0,2,0,0.0,0.0,1,33.33,33.33,100.0,0.43,0.0,0.5,0.5,0.5,1.0,0.0
SV,Slurve,BR,3,0.42,2,2,0,0.0,0,0.0,2,0,0.0,0.0,1,33.33,33.33,100.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0
FS,Split-Finger,OS,2,0.28,0,0,0,,0,,2,1,50.0,50.0,0,0.0,50.0,100.0,0.0,,,,,,
