Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,182,31.99,45,36,4,8.89,7,15.56,81,9,11.11,4.95,41,22.53,27.47,18.06,30.34,7.41,0.25,0.378,0.333,0.7110000000000001,0.08300000000000002
CH,Changeup,OS,99,17.4,16,16,6,37.5,0,0.0,39,15,38.46,15.15,14,14.14,29.29,24.59,12.92,21.74,0.125,0.125,0.188,0.313,0.063
SL,Slider,BR,74,13.01,21,21,7,33.33,0,0.0,34,9,26.47,12.16,15,20.27,32.43,25.81,17.98,21.88,0.286,0.286,0.667,0.9530000000000001,0.38100000000000006
SI,Sinker,FB,70,12.3,24,18,7,29.17,5,20.83,26,6,23.08,8.57,21,30.0,38.57,13.79,10.11,38.89,0.111,0.333,0.167,0.5,0.05600000000000001
CU,Curveball,BR,46,8.08,7,7,2,28.57,0,0.0,10,2,20.0,4.35,13,28.26,32.61,17.86,6.74,16.67,0.429,0.429,0.571,1.0,0.14199999999999996
FC,Cutter,FB,43,7.56,9,8,3,33.33,1,11.11,15,5,33.33,11.63,8,18.6,30.23,15.38,9.55,17.65,0.25,0.333,0.375,0.708,0.125
ST,Sweeper,BR,30,5.27,9,9,7,77.78,0,0.0,10,5,50.0,16.67,12,40.0,56.67,30.77,7.3,53.85,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,20,3.51,3,1,0,0.0,2,66.67,5,1,20.0,5.0,4,20.0,25.0,10.0,4.49,0.0,0.0,0.667,0.0,0.667,0.0
FS,Split-Finger,OS,3,0.53,0,0,0,,0,,2,1,50.0,33.33,0,0.0,33.33,0.0,0.0,,,,,,
SV,Slurve,BR,1,0.18,0,0,0,,0,,0,0,,0.0,1,100.0,100.0,,0.0,,,,,,
,,,1,0.18,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.56,0.0,,,,,
