Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,202,35.01,59,50,11,18.64,7,11.86,91,16,17.58,7.92,41,20.3,28.22,16.48,33.33,17.74,0.34,0.441,0.42,0.861,0.07999999999999996
CH,Changeup,OS,94,16.29,17,15,5,29.41,2,11.76,35,17,48.57,18.09,14,14.89,32.98,20.69,14.52,18.52,0.267,0.353,0.267,0.62,0.0
SI,Sinker,FB,93,16.12,25,21,9,36.0,4,16.0,28,5,17.86,5.38,27,29.03,34.41,10.87,16.13,30.0,0.238,0.36,0.286,0.6459999999999999,0.04799999999999999
SL,Slider,BR,56,9.71,11,11,3,27.27,0,0.0,24,9,37.5,16.07,5,8.93,25.0,27.78,13.44,12.0,0.091,0.091,0.091,0.182,0.0
CU,Curveball,BR,54,9.36,13,13,5,38.46,0,0.0,27,11,40.74,20.37,8,14.81,35.19,35.29,10.75,25.0,0.385,0.385,0.769,1.154,0.384
FC,Cutter,FB,42,7.28,12,12,3,25.0,0,0.0,21,3,14.29,7.14,10,23.81,30.95,31.25,5.38,30.0,0.333,0.333,0.917,1.25,0.5840000000000001
ST,Sweeper,BR,20,3.47,5,5,1,20.0,0,0.0,7,0,0.0,0.0,6,30.0,30.0,22.22,3.23,16.67,0.2,0.2,0.8,1.0,0.6000000000000001
KC,Knuckle Curve,BR,11,1.91,3,3,3,100.0,0,0.0,6,5,83.33,45.45,3,27.27,72.73,60.0,2.69,60.0,0.0,0.0,0.0,0.0,0.0
FS,Split-Finger,OS,2,0.35,1,1,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,100.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,2,0.35,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,2.0,0.0
,,,1,0.17,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,
