Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,181,39.78,45,40,13,28.89,4,8.89,101,29,28.71,16.02,23,12.71,28.73,29.11,38.16,22.41,0.25,0.311,0.45,0.761,0.2
CH,Changeup,OS,67,14.73,19,19,5,26.32,0,0.0,37,13,35.14,19.4,8,11.94,31.34,47.73,18.42,17.86,0.211,0.211,0.211,0.422,0.0
SL,Slider,BR,49,10.77,12,10,7,58.33,1,8.33,27,12,44.44,24.49,8,16.33,40.82,46.15,10.53,43.75,0.0,0.167,0.0,0.167,0.0
SI,Sinker,FB,46,10.11,14,12,0,0.0,1,7.14,24,3,12.5,6.52,9,19.57,26.09,33.33,5.26,0.0,0.333,0.357,0.417,0.774,0.08399999999999996
CU,Curveball,BR,38,8.35,9,7,1,11.11,2,22.22,20,5,25.0,13.16,2,5.26,18.42,21.05,7.24,9.09,0.143,0.333,0.571,0.9039999999999999,0.42799999999999994
FC,Cutter,FB,30,6.59,6,6,1,16.67,0,0.0,15,5,33.33,16.67,4,13.33,30.0,16.67,5.26,12.5,0.5,0.5,0.667,1.167,0.16700000000000004
ST,Sweeper,BR,20,4.4,6,4,3,50.0,1,16.67,12,8,66.67,40.0,2,10.0,50.0,56.25,5.92,33.33,0.25,0.5,0.5,1.0,0.25
KC,Knuckle Curve,BR,18,3.96,5,5,3,60.0,0,0.0,9,5,55.56,27.78,2,11.11,38.89,41.67,6.58,30.0,0.0,0.0,0.0,0.0,0.0
FS,Split-Finger,OS,4,0.88,2,2,2,100.0,0,0.0,3,3,100.0,75.0,0,0.0,75.0,75.0,1.97,66.67,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,2,0.44,1,1,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,100.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0
