Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,125,34.63,27,26,13,48.15,1,3.7,76,33,43.42,26.4,14,11.2,37.6,46.97,33.33,34.29,0.154,0.185,0.231,0.41600000000000004,0.07700000000000001
CH,Changeup,OS,95,26.32,31,29,6,19.35,1,3.23,60,19,31.67,20.0,4,4.21,24.21,48.33,26.67,21.43,0.276,0.29,0.448,0.738,0.172
SL,Slider,BR,42,11.63,16,15,2,12.5,1,6.25,26,8,30.77,19.05,6,14.29,33.33,40.91,10.48,18.18,0.267,0.312,0.533,0.845,0.266
SI,Sinker,FB,33,9.14,12,12,1,8.33,0,0.0,22,6,27.27,18.18,4,12.12,30.3,56.25,7.62,12.5,0.167,0.167,0.25,0.41700000000000004,0.08299999999999999
CU,Curveball,BR,30,8.31,7,7,2,28.57,0,0.0,14,4,28.57,13.33,3,10.0,23.33,35.0,10.48,18.18,0.286,0.286,0.429,0.715,0.14300000000000002
FC,Cutter,FB,18,4.99,5,5,1,20.0,0,0.0,12,4,33.33,22.22,1,5.56,27.78,44.44,4.76,20.0,0.2,0.2,0.8,1.0,0.6000000000000001
ST,Sweeper,BR,9,2.49,2,1,1,50.0,1,50.0,5,1,20.0,11.11,2,22.22,33.33,50.0,2.86,33.33,0.0,0.5,0.0,0.5,0.0
KC,Knuckle Curve,BR,7,1.94,2,2,1,50.0,0,0.0,4,2,50.0,28.57,2,28.57,57.14,66.67,3.81,25.0,0.0,0.0,0.0,0.0,0.0
FS,Split-Finger,OS,1,0.28,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
SV,Slurve,BR,1,0.28,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0
