Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,173,29.93,47,45,9,19.15,2,4.26,92,16,17.39,9.25,40,23.12,32.37,42.11,24.57,20.93,0.311,0.34,0.4,0.74,0.08900000000000002
SI,Sinker,FB,88,15.22,27,25,2,7.41,2,7.41,42,2,4.76,2.27,18,20.45,22.73,34.78,11.43,10.0,0.36,0.407,0.4,0.8069999999999999,0.040000000000000036
SL,Slider,BR,82,14.19,21,19,7,33.33,2,9.52,40,12,30.0,14.63,13,15.85,30.49,31.11,18.29,21.88,0.211,0.286,0.421,0.707,0.21
CH,Changeup,OS,80,13.84,19,19,3,15.79,0,0.0,41,8,19.51,10.0,5,6.25,16.25,38.6,15.43,11.11,0.316,0.316,0.368,0.6839999999999999,0.05199999999999999
CU,Curveball,BR,78,13.49,20,18,9,45.0,0,0.0,30,11,36.67,14.1,18,23.08,37.18,31.25,18.29,28.12,0.056,0.15,0.056,0.206,0.0
FC,Cutter,FB,38,6.57,5,5,2,40.0,0,0.0,20,6,30.0,15.79,6,15.79,31.58,36.84,6.29,18.18,0.4,0.4,0.6,1.0,0.19999999999999996
ST,Sweeper,BR,24,4.15,7,7,3,42.86,0,0.0,13,5,38.46,20.83,4,16.67,37.5,52.94,5.14,33.33,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,6,1.04,3,2,1,33.33,0,0.0,3,2,66.67,33.33,1,16.67,50.0,50.0,0.57,100.0,0.0,0.333,0.0,0.333,0.0
,,,6,1.04,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,
FS,Split-Finger,OS,3,0.52,0,0,0,,0,,1,0,0.0,0.0,0,0.0,0.0,33.33,0.0,,,,,,
