Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,111,29.6,24,20,9,37.5,3,12.5,51,14,27.45,12.61,16,14.41,27.03,30.51,32.67,27.27,0.1,0.217,0.15,0.367,0.04999999999999999
CH,Changeup,OS,65,17.33,13,9,2,15.38,2,15.38,23,8,34.78,12.31,10,15.38,27.69,17.5,13.86,14.29,0.333,0.417,0.667,1.084,0.334
SI,Sinker,FB,63,16.8,18,13,4,22.22,4,22.22,18,2,11.11,3.17,20,31.75,34.92,17.24,13.86,28.57,0.231,0.444,0.308,0.752,0.07699999999999999
SL,Slider,BR,43,11.47,15,13,5,33.33,2,13.33,22,12,54.55,27.91,4,9.3,37.21,38.46,16.83,29.41,0.231,0.333,0.462,0.795,0.231
FC,Cutter,FB,36,9.6,11,10,0,0.0,0,0.0,24,4,16.67,11.11,1,2.78,13.89,44.44,3.96,0.0,0.4,0.455,1.1,1.5550000000000002,0.7000000000000001
CU,Curveball,BR,25,6.67,8,7,2,25.0,1,12.5,12,3,25.0,12.0,3,12.0,24.0,30.77,11.88,16.67,0.286,0.375,1.143,1.518,0.857
ST,Sweeper,BR,16,4.27,4,3,1,25.0,1,25.0,3,1,33.33,6.25,5,31.25,37.5,10.0,3.96,25.0,0.667,0.75,1.0,1.75,0.33299999999999996
SV,Slurve,BR,6,1.6,0,0,0,,0,,0,0,,0.0,2,33.33,33.33,0.0,1.98,0.0,,,,,
FS,Split-Finger,OS,5,1.33,1,1,0,0.0,0,0.0,1,0,0.0,0.0,1,20.0,20.0,0.0,0.99,0.0,1.0,1.0,1.0,2.0,0.0
,,,5,1.33,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,
