Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,149,32.11,25,20,10,40.0,5,20.0,59,22,37.29,14.77,20,13.42,28.19,15.48,30.94,23.26,0.15,0.32,0.45,0.77,0.30000000000000004
CH,Changeup,OS,101,21.77,32,30,8,25.0,2,6.25,51,19,37.25,18.81,12,11.88,30.69,40.3,17.99,32.0,0.267,0.312,0.433,0.745,0.16599999999999998
SI,Sinker,FB,56,12.07,17,16,7,41.18,1,5.88,30,13,43.33,23.21,13,23.21,46.43,33.33,12.23,41.18,0.25,0.294,0.75,1.044,0.5
FC,Cutter,FB,53,11.42,14,14,3,21.43,0,0.0,28,5,17.86,9.43,4,7.55,16.98,28.57,9.35,23.08,0.357,0.357,0.857,1.214,0.5
SL,Slider,BR,46,9.91,13,12,4,30.77,0,0.0,27,9,33.33,19.57,3,6.52,26.09,44.83,15.11,19.05,0.25,0.308,0.833,1.141,0.583
CU,Curveball,BR,34,7.33,6,6,2,33.33,0,0.0,11,2,18.18,5.88,8,23.53,29.41,11.76,8.63,16.67,0.167,0.167,0.167,0.334,0.0
ST,Sweeper,BR,14,3.02,4,4,1,25.0,0,0.0,7,1,14.29,7.14,1,7.14,14.29,30.0,2.88,25.0,0.5,0.5,1.25,1.75,0.75
KC,Knuckle Curve,BR,6,1.29,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,3,0.65,0,0,0,,0,,0,0,,0.0,1,33.33,33.33,0.0,0.72,0.0,,,,,
FS,Split-Finger,OS,2,0.43,0,0,0,,0,,1,1,100.0,50.0,0,0.0,50.0,0.0,0.72,0.0,,,,,
