Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,169,37.56,39,35,8,20.51,3,7.69,65,16,24.62,9.47,43,25.44,34.91,18.57,35.07,17.02,0.4,0.447,0.629,1.076,0.22899999999999998
CH,Changeup,OS,65,14.44,14,13,3,21.43,1,7.14,25,6,24.0,9.23,14,21.54,30.77,13.33,11.19,20.0,0.385,0.429,0.385,0.8140000000000001,0.0
SL,Slider,BR,54,12.0,13,12,5,38.46,1,7.69,24,8,33.33,14.81,11,20.37,35.19,20.0,11.94,31.25,0.083,0.154,0.083,0.237,0.0
SI,Sinker,FB,54,12.0,16,14,3,18.75,2,12.5,27,6,22.22,11.11,12,22.22,33.33,28.57,8.96,25.0,0.286,0.375,0.5,0.875,0.21400000000000002
CU,Curveball,BR,50,11.11,18,17,6,33.33,1,5.56,20,3,15.0,6.0,8,16.0,22.0,18.52,18.66,24.0,0.176,0.222,0.294,0.516,0.118
FC,Cutter,FB,26,5.78,7,7,2,28.57,0,0.0,16,5,31.25,19.23,3,11.54,30.77,33.33,2.99,50.0,0.429,0.429,1.286,1.715,0.857
ST,Sweeper,BR,17,3.78,4,4,2,50.0,0,0.0,8,3,37.5,17.65,3,17.65,35.29,30.0,6.72,22.22,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,13,2.89,2,2,1,50.0,0,0.0,4,1,25.0,7.69,2,15.38,23.08,30.0,4.48,16.67,0.5,0.5,0.5,1.0,0.0
FS,Split-Finger,OS,1,0.22,0,0,0,,0,,1,0,0.0,0.0,0,0.0,0.0,100.0,0.0,,,,,,
,,,1,0.22,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,
