Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,98,32.24,19,19,6,31.58,0,0.0,54,21,38.89,21.43,9,9.18,30.61,32.0,33.33,17.65,0.105,0.105,0.105,0.21,0.0
CH,Changeup,OS,57,18.75,19,19,3,15.79,0,0.0,39,13,33.33,22.81,4,7.02,29.82,54.55,11.76,25.0,0.105,0.105,0.105,0.21,0.0
SI,Sinker,FB,52,17.11,13,12,5,38.46,1,7.69,28,8,28.57,15.38,9,17.31,32.69,29.17,19.61,25.0,0.25,0.308,0.5,0.808,0.25
SL,Slider,BR,31,10.2,9,9,4,44.44,0,0.0,20,8,40.0,25.81,6,19.35,45.16,44.44,13.73,28.57,0.333,0.333,0.667,1.0,0.334
CU,Curveball,BR,26,8.55,6,6,1,16.67,0,0.0,14,4,28.57,15.38,4,15.38,30.77,41.67,6.86,14.29,0.0,0.0,0.0,0.0,0.0
FC,Cutter,FB,15,4.93,3,3,3,100.0,0,0.0,4,3,75.0,20.0,2,13.33,33.33,36.36,5.88,50.0,0.0,0.0,0.0,0.0,0.0
ST,Sweeper,BR,12,3.95,5,5,3,60.0,0,0.0,8,5,62.5,41.67,3,25.0,66.67,60.0,5.88,50.0,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,6,1.97,1,1,0,0.0,0,0.0,2,1,50.0,16.67,1,16.67,33.33,40.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0
,,,5,1.64,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,
FS,Split-Finger,OS,1,0.33,0,0,0,,0,,1,0,0.0,0.0,0,0.0,0.0,,0.0,,,,,,
SV,Slurve,BR,1,0.33,0,0,0,,0,,0,0,,0.0,1,100.0,100.0,,0.0,,,,,,
