Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,192,28.4,51,46,13,25.49,3,5.88,104,22,21.15,11.46,25,13.02,24.48,28.57,33.03,17.81,0.239,0.314,0.391,0.7050000000000001,0.15200000000000002
SL,Slider,BR,120,17.75,30,28,9,30.0,2,6.67,66,18,27.27,15.0,11,9.17,24.17,34.85,21.27,19.15,0.25,0.3,0.357,0.657,0.10699999999999998
CH,Changeup,OS,118,17.46,27,24,5,18.52,3,11.11,58,17,29.31,14.41,13,11.02,25.42,39.24,16.74,13.51,0.292,0.37,0.625,0.995,0.333
SI,Sinker,FB,91,13.46,29,26,4,13.79,3,10.34,48,3,6.25,3.3,16,17.58,20.88,18.92,10.86,16.67,0.308,0.379,0.538,0.917,0.23000000000000004
CU,Curveball,BR,67,9.91,6,6,1,16.67,0,0.0,25,5,20.0,7.46,16,23.88,31.34,29.27,6.33,7.14,0.167,0.167,0.667,0.8340000000000001,0.5
FC,Cutter,FB,35,5.18,9,5,0,0.0,3,33.33,12,0,0.0,0.0,7,20.0,20.0,15.79,3.62,0.0,0.4,0.667,0.6,1.267,0.19999999999999996
ST,Sweeper,BR,23,3.4,5,4,2,40.0,0,0.0,12,3,25.0,13.04,4,17.39,30.43,30.0,5.43,16.67,0.0,0.2,0.0,0.2,0.0
KC,Knuckle Curve,BR,21,3.11,3,3,2,66.67,0,0.0,5,3,60.0,14.29,4,19.05,33.33,15.38,2.71,33.33,0.0,0.0,0.0,0.0,0.0
,,,5,0.74,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,
SV,Slurve,BR,3,0.44,0,0,0,,0,,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,
FS,Split-Finger,OS,1,0.15,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
