Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,243,31.19,64,61,11,17.19,3,4.69,129,23,17.83,9.47,39,16.05,25.51,39.17,33.33,13.92,0.328,0.359,0.459,0.8180000000000001,0.131
CH,Changeup,OS,166,21.31,37,35,8,21.62,2,5.41,70,30,42.86,18.07,18,10.84,28.92,23.47,21.1,16.0,0.286,0.324,0.429,0.753,0.14300000000000002
SI,Sinker,FB,139,17.84,46,42,6,13.04,3,6.52,68,6,8.82,4.32,26,18.71,23.02,17.74,12.24,20.69,0.31,0.348,0.405,0.753,0.09500000000000003
SL,Slider,BR,76,9.76,20,20,10,50.0,0,0.0,38,18,47.37,23.68,8,10.53,34.21,25.58,13.08,32.26,0.2,0.2,0.4,0.6000000000000001,0.2
FC,Cutter,FB,67,8.6,15,15,4,26.67,0,0.0,37,9,24.32,13.43,8,11.94,25.37,28.12,9.28,18.18,0.133,0.133,0.2,0.333,0.067
CU,Curveball,BR,35,4.49,5,5,1,20.0,0,0.0,14,4,28.57,11.43,4,11.43,22.86,14.29,4.64,9.09,0.4,0.4,0.6,1.0,0.19999999999999996
ST,Sweeper,BR,32,4.11,7,7,2,28.57,0,0.0,21,11,52.38,34.38,0,0.0,34.38,37.5,3.8,22.22,0.143,0.143,0.143,0.286,0.0
KC,Knuckle Curve,BR,12,1.54,4,4,1,25.0,0,0.0,7,3,42.86,25.0,1,8.33,33.33,50.0,1.27,33.33,0.5,0.5,0.75,1.25,0.25
FS,Split-Finger,OS,7,0.9,3,3,0,0.0,0,0.0,5,1,20.0,14.29,0,0.0,14.29,0.0,0.84,0.0,0.333,0.333,0.667,1.0,0.334
SV,Slurve,BR,2,0.26,1,1,1,100.0,0,0.0,0,0,,0.0,1,50.0,50.0,0.0,0.42,100.0,0.0,0.0,0.0,0.0,0.0
