Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,159,32.58,39,33,9,23.08,5,12.82,88,26,29.55,16.35,20,12.58,28.93,37.8,40.0,18.75,0.182,0.282,0.182,0.46399999999999997,0.0
CH,Changeup,OS,138,28.28,40,40,5,12.5,0,0.0,78,23,29.49,16.67,11,7.97,24.64,43.82,19.17,21.74,0.25,0.25,0.425,0.675,0.175
SI,Sinker,FB,70,14.34,22,19,4,18.18,3,13.64,38,10,26.32,14.29,11,15.71,30.0,35.48,8.33,40.0,0.211,0.318,0.211,0.529,0.0
SL,Slider,BR,44,9.02,17,14,6,35.29,2,11.76,25,9,36.0,20.45,4,9.09,29.55,46.43,14.17,35.29,0.143,0.294,0.143,0.43699999999999994,0.0
CU,Curveball,BR,31,6.35,9,9,2,22.22,0,0.0,19,5,26.32,16.13,4,12.9,29.03,50.0,8.33,20.0,0.333,0.333,1.0,1.333,0.667
FC,Cutter,FB,21,4.3,6,5,0,0.0,1,16.67,8,0,0.0,0.0,3,14.29,14.29,28.57,2.5,0.0,0.2,0.333,0.4,0.7330000000000001,0.2
ST,Sweeper,BR,20,4.1,5,4,0,0.0,1,20.0,9,2,22.22,10.0,3,15.0,25.0,33.33,5.83,0.0,0.75,0.8,1.0,1.8,0.25
KC,Knuckle Curve,BR,3,0.61,1,1,1,100.0,0,0.0,2,2,100.0,66.67,0,0.0,66.67,50.0,1.67,50.0,0.0,0.0,0.0,0.0,0.0
CS,Slow Curve,BR,1,0.2,0,0,0,,0,,1,0,0.0,0.0,0,0.0,0.0,,0.0,,,,,,
FS,Split-Finger,OS,1,0.2,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
