Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,192,28.61,48,36,14,29.17,11,22.92,77,19,24.68,9.9,36,18.75,28.65,25.0,31.41,23.33,0.111,0.333,0.278,0.611,0.16700000000000004
SI,Sinker,FB,127,18.93,38,35,5,13.16,1,2.63,59,9,15.25,7.09,31,24.41,31.5,28.3,12.57,20.83,0.2,0.263,0.457,0.72,0.257
SL,Slider,BR,124,18.48,33,30,7,21.21,2,6.06,58,24,41.38,19.35,20,16.13,35.48,37.68,19.37,18.92,0.167,0.212,0.367,0.579,0.19999999999999998
FC,Cutter,FB,64,9.54,14,13,1,7.14,1,7.14,29,7,24.14,10.94,14,21.88,32.81,18.52,5.24,10.0,0.385,0.429,1.077,1.506,0.692
CU,Curveball,BR,61,9.09,11,10,4,36.36,0,0.0,20,11,55.0,18.03,10,16.39,34.43,21.62,8.9,23.53,0.2,0.273,0.5,0.773,0.3
ST,Sweeper,BR,58,8.64,13,12,3,23.08,1,7.69,22,8,36.36,13.79,11,18.97,32.76,20.0,12.04,13.04,0.0,0.077,0.0,0.077,0.0
CH,Changeup,OS,23,3.43,8,6,3,37.5,1,12.5,9,3,33.33,13.04,3,13.04,26.09,26.67,6.81,23.08,0.0,0.25,0.0,0.25,0.0
KC,Knuckle Curve,BR,16,2.38,5,5,2,40.0,0,0.0,7,2,28.57,12.5,5,31.25,43.75,57.14,2.09,50.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,4,0.6,1,1,1,100.0,0,0.0,2,1,50.0,25.0,1,25.0,50.0,50.0,1.05,50.0,0.0,0.0,0.0,0.0,0.0
,,,2,0.3,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.52,0.0,,,,,
