Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,54,23.18,18,17,7,38.89,1,5.56,29,10,34.48,18.52,9,16.67,35.19,46.67,25.0,50.0,0.353,0.389,0.588,0.977,0.235
SI,Sinker,FB,51,21.89,13,12,3,23.08,1,7.69,30,8,26.67,15.69,11,21.57,37.25,64.0,16.07,33.33,0.167,0.231,0.167,0.398,0.0
SL,Slider,BR,50,21.46,12,12,4,33.33,0,0.0,27,11,40.74,22.0,2,4.0,26.0,28.57,17.86,40.0,0.167,0.167,0.167,0.334,0.0
ST,Sweeper,BR,31,13.3,7,7,3,42.86,0,0.0,22,13,59.09,41.94,2,6.45,48.39,57.89,17.86,30.0,0.0,0.0,0.0,0.0,0.0
FC,Cutter,FB,15,6.44,4,4,1,25.0,0,0.0,8,4,50.0,26.67,3,20.0,46.67,33.33,7.14,25.0,0.0,0.0,0.0,0.0,0.0
CU,Curveball,BR,12,5.15,5,5,2,40.0,0,0.0,7,4,57.14,33.33,0,0.0,33.33,44.44,5.36,66.67,0.6,0.6,0.8,1.4,0.20000000000000007
,,,11,4.72,3,3,0,0.0,0,0.0,7,1,14.29,9.09,1,9.09,18.18,,5.36,0.0,0.333,0.333,0.333,0.666,0.0
CH,Changeup,OS,5,2.15,2,2,1,50.0,0,0.0,3,1,33.33,20.0,0,0.0,20.0,0.0,3.57,50.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,3,1.29,1,1,0,0.0,0,0.0,2,1,50.0,33.33,1,33.33,66.67,100.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,1,0.43,0,0,0,,0,,0,1,inf,100.0,0,0.0,100.0,0.0,0.0,,,,,,
