Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,68,27.53,20,15,3,15.0,5,25.0,32,6,18.75,8.82,15,22.06,30.88,19.23,24.64,17.65,0.2,0.4,0.4,0.8,0.2
SL,Slider,BR,63,25.51,13,13,7,53.85,0,0.0,28,17,60.71,26.98,6,9.52,36.51,23.08,30.43,33.33,0.0,0.0,0.0,0.0,0.0
SI,Sinker,FB,50,20.24,15,13,3,20.0,0,0.0,30,7,23.33,14.0,7,14.0,28.0,50.0,20.29,21.43,0.308,0.333,0.308,0.641,0.0
ST,Sweeper,BR,24,9.72,3,3,1,33.33,0,0.0,7,3,42.86,12.5,6,25.0,37.5,14.29,8.7,16.67,0.0,0.0,0.0,0.0,0.0
CH,Changeup,OS,12,4.86,3,2,1,33.33,1,33.33,7,3,42.86,25.0,1,8.33,33.33,50.0,7.25,20.0,0.0,0.333,0.0,0.333,0.0
FC,Cutter,FB,10,4.05,4,3,0,0.0,1,25.0,3,0,0.0,0.0,1,10.0,10.0,0.0,0.0,,0.667,0.75,0.667,1.417,0.0
SV,Slurve,BR,9,3.64,1,1,0,0.0,0,0.0,6,1,16.67,11.11,0,0.0,11.11,40.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0
CU,Curveball,BR,7,2.83,2,1,0,0.0,1,50.0,2,1,50.0,14.29,1,14.29,28.57,20.0,2.9,0.0,0.0,0.5,0.0,0.5,0.0
KC,Knuckle Curve,BR,3,1.21,1,1,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
FS,Split-Finger,OS,1,0.4,1,1,1,100.0,0,0.0,1,1,100.0,100.0,0,0.0,100.0,100.0,1.45,100.0,0.0,0.0,0.0,0.0,0.0
