Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,70,25.93,16,15,4,25.0,1,6.25,39,7,17.95,10.0,11,15.71,25.71,36.67,18.07,26.67,0.333,0.375,0.533,0.908,0.2
SL,Slider,BR,55,20.37,15,14,6,40.0,1,6.67,27,13,48.15,23.64,5,9.09,32.73,23.33,20.48,35.29,0.143,0.2,0.357,0.5569999999999999,0.214
SI,Sinker,FB,52,19.26,15,14,2,13.33,0,0.0,26,4,15.38,7.69,12,23.08,30.77,40.0,14.46,16.67,0.286,0.286,0.357,0.643,0.07100000000000001
CU,Curveball,BR,24,8.89,7,7,4,57.14,0,0.0,16,11,68.75,45.83,1,4.17,50.0,53.33,12.05,40.0,0.143,0.143,0.143,0.286,0.0
FC,Cutter,FB,23,8.52,6,6,3,50.0,0,0.0,14,4,28.57,17.39,1,4.35,21.74,30.0,12.05,30.0,0.167,0.167,0.167,0.334,0.0
ST,Sweeper,BR,20,7.41,5,5,2,40.0,0,0.0,11,3,27.27,15.0,2,10.0,25.0,36.36,7.23,33.33,0.2,0.2,0.4,0.6000000000000001,0.2
CH,Changeup,OS,14,5.19,4,3,1,25.0,1,25.0,7,4,57.14,28.57,0,0.0,28.57,30.0,7.23,16.67,0.0,0.25,0.0,0.25,0.0
SV,Slurve,BR,8,2.96,2,1,1,50.0,1,50.0,3,2,66.67,25.0,0,0.0,25.0,28.57,3.61,33.33,0.0,0.5,0.0,0.5,0.0
KC,Knuckle Curve,BR,3,1.11,0,0,0,,0,,1,0,0.0,0.0,0,0.0,0.0,0.0,3.61,0.0,,,,,
,,,1,0.37,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,1.2,0.0,,,,,
