Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,322,37.44,75,71,5,6.67,4,5.33,142,12,8.45,3.73,53,16.46,20.19,23.57,41.12,6.17,0.211,0.253,0.451,0.704,0.24000000000000002
CH,Changeup,OS,157,18.26,42,39,6,14.29,3,7.14,72,20,27.78,12.74,20,12.74,25.48,33.33,17.77,17.14,0.282,0.333,0.333,0.666,0.051000000000000045
FC,Cutter,FB,81,9.42,20,19,4,20.0,0,0.0,37,9,24.32,11.11,16,19.75,30.86,27.5,6.09,33.33,0.158,0.15,0.474,0.624,0.31599999999999995
SI,Sinker,FB,79,9.19,27,25,2,7.41,2,7.41,34,2,5.88,2.53,19,24.05,26.58,10.34,8.12,12.5,0.28,0.333,0.56,0.893,0.28
SL,Slider,BR,73,8.49,26,26,4,15.38,0,0.0,46,7,15.22,9.59,7,9.59,19.18,42.86,11.17,18.18,0.269,0.269,0.615,0.884,0.346
CU,Curveball,BR,49,5.7,12,12,0,0.0,0,0.0,21,2,9.52,4.08,9,18.37,22.45,10.53,4.57,0.0,0.333,0.333,0.583,0.9159999999999999,0.24999999999999994
ST,Sweeper,BR,40,4.65,14,13,4,28.57,1,7.14,22,6,27.27,15.0,8,20.0,35.0,52.17,7.11,21.43,0.308,0.357,0.462,0.819,0.15400000000000003
,,,33,3.84,9,0,0,0.0,9,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,
KC,Knuckle Curve,BR,10,1.16,3,3,0,0.0,0,0.0,5,1,20.0,10.0,2,20.0,30.0,42.86,2.03,0.0,0.0,0.0,0.0,0.0,0.0
FS,Split-Finger,OS,9,1.05,1,1,0,0.0,0,0.0,5,2,40.0,22.22,0,0.0,22.22,33.33,1.52,0.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,7,0.81,1,1,0,0.0,0,0.0,2,1,50.0,14.29,2,28.57,42.86,25.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0
