Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
EP,Eephus,,8,72.73,3,2,0,0.0,1,33.33,4,0,0.0,0.0,1,12.5,12.5,50.0,50.0,0.0,0.5,0.667,0.5,1.167,0.0
CU,Curveball,BR,3,27.27,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,33.33,50.0,0.0,1.0,1.0,1.0,2.0,0.0
