Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,319,44.49,57,48,16,28.07,8,14.04,139,31,22.3,9.72,62,19.44,29.15,20.95,46.72,14.02,0.188,0.298,0.229,0.527,0.04100000000000001
SI,Sinker,FB,76,10.6,21,13,6,28.57,7,33.33,30,2,6.67,2.63,22,28.95,31.58,20.69,10.92,24.0,0.231,0.5,0.308,0.808,0.07699999999999999
CH,Changeup,OS,72,10.04,29,28,2,6.9,1,3.45,35,4,11.43,5.56,8,11.11,16.67,39.13,10.48,8.33,0.179,0.207,0.25,0.45699999999999996,0.07100000000000001
FC,Cutter,FB,69,9.62,12,9,0,0.0,3,25.0,25,4,16.0,5.8,14,20.29,26.09,9.38,4.8,0.0,0.444,0.583,0.556,1.139,0.11200000000000004
SL,Slider,BR,67,9.34,18,16,4,22.22,2,11.11,25,7,28.0,10.45,8,11.94,22.39,20.45,11.35,15.38,0.125,0.222,0.188,0.41000000000000003,0.063
CU,Curveball,BR,40,5.58,12,12,1,8.33,0,0.0,20,3,15.0,7.5,5,12.5,20.0,27.27,5.68,7.69,0.417,0.417,0.667,1.084,0.25000000000000006
ST,Sweeper,BR,32,4.46,5,5,1,20.0,0,0.0,13,2,15.38,6.25,9,28.12,34.38,25.0,4.37,10.0,0.4,0.4,0.6,1.0,0.19999999999999996
FS,Split-Finger,OS,30,4.18,10,9,2,20.0,0,0.0,14,3,21.43,10.0,5,16.67,26.67,35.29,3.93,22.22,0.111,0.1,0.111,0.21100000000000002,0.0
KC,Knuckle Curve,BR,8,1.12,3,2,0,0.0,1,33.33,2,0,0.0,0.0,1,12.5,12.5,20.0,1.31,0.0,0.0,0.333,0.0,0.333,0.0
SV,Slurve,BR,2,0.28,0,0,0,,0,,0,0,,0.0,1,50.0,50.0,0.0,0.44,0.0,,,,,
EP,Eephus,,1,0.14,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,,0.0,,1.0,1.0,1.0,2.0,0.0
SC,Screwball,,1,0.14,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
