Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,284,26.74,78,69,13,16.67,3,3.85,156,32,20.51,11.27,28,9.86,21.13,26.81,25.3,15.66,0.348,0.397,0.739,1.1360000000000001,0.391
SL,Slider,BR,211,19.87,62,60,19,30.65,2,3.23,123,51,41.46,24.17,23,10.9,35.07,41.44,24.09,24.05,0.267,0.29,0.517,0.8069999999999999,0.25
SI,Sinker,FB,187,17.61,52,46,8,15.38,1,1.92,104,25,24.04,13.37,25,13.37,26.74,34.88,12.2,20.0,0.239,0.327,0.391,0.718,0.15200000000000002
CH,Changeup,OS,96,9.04,17,15,9,52.94,2,11.76,49,27,55.1,28.12,8,8.33,36.46,32.2,10.37,26.47,0.067,0.176,0.267,0.443,0.2
ST,Sweeper,BR,93,8.76,29,28,4,13.79,1,3.45,52,13,25.0,13.98,7,7.53,21.51,37.5,8.23,14.81,0.357,0.379,0.571,0.95,0.21399999999999997
FC,Cutter,FB,73,6.87,23,22,8,34.78,1,4.35,39,16,41.03,21.92,13,17.81,39.73,32.35,6.1,40.0,0.182,0.217,0.318,0.535,0.136
CU,Curveball,BR,48,4.52,12,10,6,50.0,2,16.67,20,9,45.0,18.75,8,16.67,35.42,36.67,5.79,31.58,0.2,0.333,0.2,0.533,0.0
FS,Split-Finger,OS,39,3.67,5,5,4,80.0,0,0.0,20,11,55.0,28.21,6,15.38,43.59,14.29,4.88,25.0,0.2,0.2,0.8,1.0,0.6000000000000001
KC,Knuckle Curve,BR,25,2.35,5,5,2,40.0,0,0.0,10,4,40.0,16.0,4,16.0,32.0,27.78,3.05,20.0,0.4,0.4,1.2,1.6,0.7999999999999999
FA,Other,,3,0.28,1,1,0,0.0,0,0.0,1,0,0.0,0.0,1,33.33,33.33,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
,,,2,0.19,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,
SV,Slurve,BR,1,0.09,0,0,0,,0,,0,0,,0.0,1,100.0,100.0,,0.0,,,,,,
