Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,528,30.09,138,118,13,9.42,19,13.77,267,38,14.23,7.2,85,16.1,23.3,19.61,28.36,8.67,0.297,0.391,0.373,0.764,0.07600000000000001
SI,Sinker,FB,337,19.2,90,86,7,7.78,3,3.33,154,11,7.14,3.26,85,25.22,28.49,35.37,14.93,8.86,0.36,0.378,0.535,0.913,0.17500000000000004
SL,Slider,BR,317,18.06,74,73,14,18.92,0,0.0,141,38,26.95,11.99,59,18.61,30.6,29.55,17.77,14.89,0.247,0.243,0.288,0.5309999999999999,0.04099999999999998
ST,Sweeper,BR,196,11.17,47,44,11,23.4,1,2.13,96,22,22.92,11.22,31,15.82,27.04,38.74,15.12,13.75,0.25,0.261,0.477,0.738,0.22699999999999998
FC,Cutter,FB,146,8.32,33,33,5,15.15,0,0.0,65,14,21.54,9.59,34,23.29,32.88,29.69,4.73,20.0,0.212,0.212,0.242,0.45399999999999996,0.03
CU,Curveball,BR,87,4.96,16,15,5,31.25,0,0.0,34,8,23.53,9.2,20,22.99,32.18,34.0,6.62,14.29,0.333,0.312,0.533,0.845,0.2
CH,Changeup,OS,62,3.53,18,16,6,33.33,0,0.0,33,9,27.27,14.52,11,17.74,32.26,43.24,5.29,21.43,0.125,0.125,0.188,0.313,0.063
FS,Split-Finger,OS,46,2.62,17,17,5,29.41,0,0.0,29,10,34.48,21.74,3,6.52,28.26,48.15,4.91,19.23,0.176,0.176,0.235,0.411,0.059
KC,Knuckle Curve,BR,14,0.8,3,3,1,33.33,0,0.0,4,1,25.0,7.14,2,14.29,21.43,11.11,0.95,20.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,6,0.34,1,1,1,100.0,0,0.0,3,2,66.67,33.33,0,0.0,33.33,50.0,0.19,100.0,0.0,0.0,0.0,0.0,0.0
,,,6,0.34,2,0,0,0.0,2,100.0,0,0,,0.0,1,16.67,16.67,,0.19,0.0,,1.0,,,
KN,Knuckleball,,4,0.23,2,2,2,100.0,0,0.0,1,1,100.0,25.0,2,50.0,75.0,50.0,0.38,100.0,0.0,0.0,0.0,0.0,0.0
FA,Other,,3,0.17,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
FO,Forkball,OS,1,0.06,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.19,0.0,,,,,
SC,Screwball,,1,0.06,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.19,0.0,,,,,
PO,Pitch Out,,1,0.06,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.19,0.0,,,,,
