Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,539,32.87,111,94,28,25.23,16,14.41,277,69,24.91,12.8,48,8.91,21.71,26.6,33.13,16.97,0.298,0.405,0.543,0.9480000000000001,0.24500000000000005
CH,Changeup,OS,221,13.48,64,59,10,15.62,5,7.81,109,33,30.28,14.93,19,8.6,23.53,35.57,11.65,17.24,0.288,0.344,0.542,0.886,0.25400000000000006
SL,Slider,BR,186,11.34,53,50,16,30.19,3,5.66,110,37,33.64,19.89,17,9.14,29.03,42.72,14.06,22.86,0.26,0.302,0.54,0.8420000000000001,0.28
CU,Curveball,BR,173,10.55,44,38,13,29.55,6,13.64,92,31,33.7,17.92,14,8.09,26.01,35.71,11.24,23.21,0.184,0.295,0.263,0.558,0.07900000000000001
FC,Cutter,FB,134,8.17,25,22,2,8.0,3,12.0,67,9,13.43,6.72,15,11.19,17.91,31.51,5.02,8.0,0.409,0.48,0.773,1.2530000000000001,0.36400000000000005
SI,Sinker,FB,133,8.11,35,31,5,14.29,4,11.43,72,8,11.11,6.02,18,13.53,19.55,33.33,8.84,11.36,0.226,0.314,0.452,0.766,0.226
FS,Split-Finger,OS,93,5.67,27,25,4,14.81,1,3.7,57,16,28.07,17.2,1,1.08,18.28,45.31,7.03,11.43,0.32,0.333,0.6,0.933,0.27999999999999997
ST,Sweeper,BR,69,4.21,18,18,4,22.22,0,0.0,42,10,23.81,14.49,4,5.8,20.29,44.74,5.42,14.81,0.167,0.167,0.5,0.667,0.33299999999999996
,,,39,2.38,10,0,0,0.0,10,100.0,0,0,,0.0,0,0.0,0.0,,0.2,0.0,,1.0,,,
KC,Knuckle Curve,BR,38,2.32,11,11,3,27.27,0,0.0,25,8,32.0,21.05,2,5.26,26.32,50.0,2.41,25.0,0.273,0.273,0.545,0.8180000000000001,0.272
SV,Slurve,BR,9,0.55,3,2,0,0.0,0,0.0,6,0,0.0,0.0,0,0.0,0.0,25.0,1.0,0.0,0.5,0.667,2.0,2.667,1.5
KN,Knuckleball,,2,0.12,2,2,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0
EP,Eephus,,2,0.12,1,1,0,0.0,0,0.0,1,0,0.0,0.0,1,50.0,50.0,50.0,0.0,,1.0,1.0,1.0,2.0,0.0
CS,Slow Curve,BR,1,0.06,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
SC,Screwball,,1,0.06,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,,0.0,,1.0,1.0,1.0,2.0,0.0
