Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,122,29.05,37,34,6,16.22,2,5.41,74,15,20.27,12.3,12,9.84,22.13,35.09,36.3,12.24,0.235,0.27,0.324,0.5940000000000001,0.08900000000000002
SI,Sinker,FB,76,18.1,14,12,0,0.0,1,7.14,34,6,17.65,7.89,14,18.42,26.32,20.59,7.41,0.0,0.333,0.429,0.333,0.762,0.0
SL,Slider,BR,75,17.86,21,20,3,14.29,0,0.0,36,10,27.78,13.33,14,18.67,32.0,39.53,22.22,10.0,0.2,0.19,0.25,0.44,0.04999999999999999
FC,Cutter,FB,52,12.38,11,9,1,9.09,2,18.18,29,6,20.69,11.54,10,19.23,30.77,18.75,7.41,10.0,0.111,0.273,0.111,0.384,0.0
CU,Curveball,BR,27,6.43,7,7,1,14.29,0,0.0,10,2,20.0,7.41,3,11.11,18.52,26.32,8.15,9.09,0.286,0.286,0.286,0.572,0.0
ST,Sweeper,BR,25,5.95,8,8,2,25.0,0,0.0,16,5,31.25,20.0,5,20.0,40.0,66.67,5.19,28.57,0.25,0.25,0.25,0.5,0.0
FS,Split-Finger,OS,18,4.29,4,3,2,50.0,1,25.0,10,5,50.0,27.78,1,5.56,33.33,46.15,8.15,18.18,0.333,0.5,0.333,0.833,0.0
CH,Changeup,OS,13,3.1,2,2,0,0.0,0,0.0,6,0,0.0,0.0,3,23.08,23.08,33.33,3.7,0.0,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,10,2.38,2,0,0,0.0,2,100.0,4,2,50.0,20.0,0,0.0,20.0,0.0,1.48,0.0,,1.0,,,
,,,2,0.48,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,
