Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,142,37.08,39,36,9,23.08,3,7.69,75,16,21.33,11.27,22,15.49,26.76,29.09,38.05,20.93,0.306,0.359,0.722,1.081,0.416
SL,Slider,BR,55,14.36,17,17,8,47.06,0,0.0,30,13,43.33,23.64,10,18.18,41.82,50.0,15.04,47.06,0.176,0.176,0.235,0.411,0.059
ST,Sweeper,BR,37,9.66,8,8,3,37.5,0,0.0,17,6,35.29,16.22,10,27.03,43.24,40.0,10.62,25.0,0.0,0.0,0.0,0.0,0.0
SI,Sinker,FB,36,9.4,8,8,1,12.5,0,0.0,21,4,19.05,11.11,6,16.67,27.78,31.25,6.19,14.29,0.25,0.25,0.625,0.875,0.375
CU,Curveball,BR,25,6.53,2,2,1,50.0,0,0.0,6,2,33.33,8.0,4,16.0,24.0,18.75,3.54,25.0,0.0,0.0,0.0,0.0,0.0
CH,Changeup,OS,24,6.27,7,7,0,0.0,0,0.0,9,0,0.0,0.0,4,16.67,16.67,27.78,8.85,0.0,0.143,0.143,0.571,0.714,0.42799999999999994
FC,Cutter,FB,20,5.22,6,6,0,0.0,0,0.0,10,1,10.0,5.0,3,15.0,20.0,14.29,2.65,0.0,0.333,0.333,0.5,0.833,0.16699999999999998
FS,Split-Finger,OS,18,4.7,5,4,1,20.0,0,0.0,11,5,45.45,27.78,1,5.56,33.33,53.85,7.96,11.11,0.0,0.2,0.0,0.2,0.0
FA,Other,,12,3.13,3,3,0,0.0,0,0.0,8,2,25.0,16.67,0,0.0,16.67,42.86,3.54,0.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,9,2.35,2,1,1,50.0,1,50.0,0,0,,0.0,5,55.56,55.56,0.0,0.88,100.0,0.0,0.5,0.0,0.5,0.0
KC,Knuckle Curve,BR,5,1.31,2,2,1,50.0,0,0.0,2,0,0.0,0.0,2,40.0,40.0,,2.65,33.33,0.0,0.0,0.0,0.0,0.0
