Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,208,37.08,40,34,5,12.5,5,12.5,91,20,21.98,9.62,32,15.38,25.0,10.31,29.05,9.62,0.324,0.425,0.706,1.131,0.38199999999999995
CH,Changeup,OS,93,16.58,28,26,7,25.0,1,3.57,52,17,32.69,18.28,6,6.45,24.73,36.36,18.44,21.21,0.269,0.296,0.462,0.758,0.193
SL,Slider,BR,86,15.33,22,20,9,40.91,1,4.55,39,12,30.77,13.95,19,22.09,36.05,36.59,21.79,23.08,0.1,0.136,0.1,0.23600000000000002,0.0
CU,Curveball,BR,47,8.38,10,10,3,30.0,0,0.0,15,4,26.67,8.51,13,27.66,36.17,34.62,8.94,18.75,0.1,0.1,0.2,0.30000000000000004,0.1
SI,Sinker,FB,39,6.95,15,14,2,13.33,1,6.67,19,2,10.53,5.13,12,30.77,35.9,28.57,6.7,16.67,0.429,0.467,0.786,1.2530000000000001,0.35700000000000004
FC,Cutter,FB,32,5.7,6,6,2,33.33,0,0.0,16,2,12.5,6.25,6,18.75,25.0,21.43,2.23,50.0,0.167,0.167,0.167,0.334,0.0
ST,Sweeper,BR,23,4.1,9,9,4,44.44,0,0.0,13,6,46.15,26.09,8,34.78,60.87,85.71,6.15,36.36,0.222,0.222,0.333,0.555,0.11100000000000002
FS,Split-Finger,OS,22,3.92,4,4,3,75.0,0,0.0,10,4,40.0,18.18,2,9.09,27.27,28.57,5.59,30.0,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,8,1.43,1,1,1,100.0,0,0.0,1,1,100.0,12.5,3,37.5,50.0,0.0,0.56,100.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,2,0.36,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0
EP,Eephus,,1,0.18,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,0.0
