Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,159,27.13,47,44,18,38.3,3,6.38,72,18,25.0,11.32,36,22.64,33.96,19.35,31.48,35.29,0.159,0.213,0.182,0.395,0.022999999999999993
SI,Sinker,FB,118,20.14,35,25,3,8.57,8,22.86,52,7,13.46,5.93,16,13.56,19.49,22.39,13.58,13.64,0.32,0.486,0.4,0.886,0.08000000000000002
SL,Slider,BR,105,17.92,18,17,6,33.33,1,5.56,45,18,40.0,17.14,15,14.29,31.43,21.31,14.81,25.0,0.294,0.333,0.529,0.8620000000000001,0.23500000000000004
FC,Cutter,FB,69,11.77,10,9,1,10.0,1,10.0,30,8,26.67,11.59,16,23.19,34.78,18.18,11.73,5.26,0.333,0.4,0.333,0.7330000000000001,0.0
ST,Sweeper,BR,67,11.43,17,17,6,35.29,0,0.0,31,14,45.16,20.9,13,19.4,40.3,32.43,9.88,37.5,0.059,0.059,0.059,0.118,0.0
CU,Curveball,BR,23,3.92,8,8,1,12.5,0,0.0,14,2,14.29,8.7,3,13.04,21.74,45.45,5.56,11.11,0.25,0.25,0.25,0.5,0.0
CH,Changeup,OS,19,3.24,8,8,1,12.5,0,0.0,14,4,28.57,21.05,0,0.0,21.05,54.55,6.79,9.09,0.125,0.125,0.125,0.25,0.0
FS,Split-Finger,OS,11,1.88,4,4,2,50.0,0,0.0,8,5,62.5,45.45,0,0.0,45.45,40.0,3.09,40.0,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,11,1.88,2,2,0,0.0,0,0.0,4,1,25.0,9.09,1,9.09,18.18,28.57,2.47,0.0,0.5,0.5,2.0,2.5,1.5
FA,Other,,4,0.68,2,2,0,0.0,0,0.0,2,0,0.0,0.0,1,25.0,25.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0
