Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,171,31.61,39,36,10,25.64,3,7.69,97,25,25.77,14.62,27,15.79,30.41,33.8,35.26,14.75,0.222,0.282,0.222,0.504,0.0
SL,Slider,BR,74,13.68,13,9,1,7.69,4,30.77,32,8,25.0,10.81,12,16.22,27.03,33.33,17.34,3.33,0.444,0.615,0.778,1.393,0.334
CH,Changeup,OS,67,12.38,21,20,3,14.29,1,4.76,38,14,36.84,20.9,7,10.45,31.34,40.54,8.09,21.43,0.15,0.19,0.2,0.39,0.05000000000000002
SI,Sinker,FB,63,11.65,18,16,3,16.67,2,11.11,29,4,13.79,6.35,11,17.46,23.81,16.67,9.25,18.75,0.5,0.556,0.75,1.306,0.25
FC,Cutter,FB,51,9.43,16,16,4,25.0,0,0.0,22,2,9.09,3.92,14,27.45,31.37,30.43,6.36,36.36,0.188,0.188,0.25,0.438,0.062
CU,Curveball,BR,45,8.32,10,9,5,50.0,1,10.0,16,6,37.5,13.33,11,24.44,37.78,32.14,8.67,33.33,0.111,0.2,0.111,0.311,0.0
FS,Split-Finger,OS,31,5.73,7,7,4,57.14,0,0.0,19,7,36.84,22.58,1,3.23,25.81,47.37,6.36,36.36,0.143,0.143,0.143,0.286,0.0
ST,Sweeper,BR,20,3.7,5,4,1,20.0,1,20.0,9,3,33.33,15.0,3,15.0,30.0,36.36,3.47,16.67,0.0,0.2,0.0,0.2,0.0
KC,Knuckle Curve,BR,14,2.59,4,3,0,0.0,1,25.0,6,1,16.67,7.14,1,7.14,14.29,12.5,4.62,0.0,0.333,0.5,1.333,1.833,1.0
,,,5,0.92,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.58,0.0,,1.0,,,
