Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,19,23.17,5,3,1,20.0,2,40.0,6,2,33.33,10.53,6,31.58,42.11,20.0,28.0,14.29,0.333,0.6,0.333,0.933,0.0
SL,Slider,BR,18,21.95,0,0,0,,0,,0,0,,0.0,5,27.78,27.78,0.0,16.0,0.0,,,,,
SI,Sinker,FB,17,20.73,5,5,1,20.0,0,0.0,4,0,0.0,0.0,8,47.06,47.06,0.0,12.0,33.33,0.2,0.2,0.2,0.4,0.0
ST,Sweeper,BR,9,10.98,3,3,2,66.67,0,0.0,3,2,66.67,22.22,3,33.33,55.56,40.0,12.0,66.67,0.333,0.333,0.333,0.666,0.0
KC,Knuckle Curve,BR,5,6.1,0,0,0,,0,,2,1,50.0,20.0,0,0.0,20.0,25.0,8.0,0.0,,,,,
CU,Curveball,BR,5,6.1,1,0,0,0.0,1,100.0,2,1,50.0,20.0,1,20.0,40.0,0.0,8.0,0.0,,1.0,,,
CH,Changeup,OS,4,4.88,1,1,1,100.0,0,0.0,2,2,100.0,50.0,2,50.0,100.0,50.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0
FC,Cutter,FB,2,2.44,0,0,0,,0,,0,0,,0.0,1,50.0,50.0,0.0,0.0,,,,,,
FS,Split-Finger,OS,2,2.44,1,1,1,100.0,0,0.0,1,1,100.0,50.0,0,0.0,50.0,50.0,8.0,50.0,0.0,0.0,0.0,0.0,0.0
,,,1,1.22,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,4.0,0.0,,1.0,,,
