Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,490,28.69,140,129,47,33.57,7,5.0,298,93,31.21,18.98,67,13.67,32.65,38.03,31.42,28.66,0.209,0.259,0.419,0.6779999999999999,0.21
SL,Slider,BR,377,22.07,81,76,24,29.63,5,6.17,173,67,38.73,17.77,56,14.85,32.63,26.67,22.99,20.0,0.171,0.222,0.237,0.45899999999999996,0.06599999999999998
SI,Sinker,FB,254,14.87,73,66,8,10.96,6,8.22,132,21,15.91,8.27,41,16.14,24.41,29.82,9.96,15.38,0.242,0.301,0.394,0.6950000000000001,0.15200000000000002
ST,Sweeper,BR,235,13.76,49,47,17,34.69,1,2.04,101,29,28.71,12.34,36,15.32,27.66,26.03,16.28,20.0,0.191,0.208,0.234,0.442,0.04300000000000001
FC,Cutter,FB,167,9.78,35,33,6,17.14,1,2.86,89,28,31.46,16.77,20,11.98,28.74,34.41,4.79,24.0,0.333,0.343,0.545,0.8880000000000001,0.21200000000000002
CH,Changeup,OS,57,3.34,22,21,8,36.36,1,4.55,39,12,30.77,21.05,6,10.53,31.58,60.61,4.41,34.78,0.143,0.182,0.429,0.611,0.28600000000000003
CU,Curveball,BR,50,2.93,17,16,3,17.65,1,5.88,23,6,26.09,12.0,4,8.0,20.0,25.81,3.45,16.67,0.25,0.294,0.25,0.544,0.0
FS,Split-Finger,OS,41,2.4,9,9,5,55.56,0,0.0,21,7,33.33,17.07,5,12.2,29.27,46.43,3.64,26.32,0.111,0.111,0.444,0.555,0.333
KC,Knuckle Curve,BR,20,1.17,5,5,3,60.0,0,0.0,10,6,60.0,30.0,1,5.0,35.0,35.71,1.72,33.33,0.2,0.2,0.8,1.0,0.6000000000000001
SV,Slurve,BR,7,0.41,1,1,1,100.0,0,0.0,3,2,66.67,28.57,0,0.0,28.57,42.86,0.77,25.0,0.0,0.0,0.0,0.0,0.0
,,,5,0.29,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.19,0.0,,1.0,,,
KN,Knuckleball,,4,0.23,2,2,1,50.0,0,0.0,4,1,25.0,25.0,0,0.0,25.0,,0.19,100.0,0.0,0.0,0.0,0.0,0.0
PO,Pitch Out,,1,0.06,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.19,0.0,,,,,
