Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,162,24.55,43,38,10,23.26,4,9.3,88,26,29.55,16.05,16,9.88,25.93,25.93,23.92,20.0,0.237,0.326,0.342,0.668,0.10500000000000004
SL,Slider,BR,148,22.42,38,34,10,26.32,4,10.53,70,30,42.86,20.27,22,14.86,35.14,33.33,28.23,16.95,0.176,0.263,0.265,0.528,0.08900000000000002
SI,Sinker,FB,142,21.52,47,37,7,14.89,4,8.51,59,5,8.47,3.52,35,24.65,28.17,19.4,16.27,20.59,0.324,0.413,0.405,0.8180000000000001,0.08100000000000002
ST,Sweeper,BR,70,10.61,11,10,3,27.27,0,0.0,31,9,29.03,12.86,11,15.71,28.57,28.21,10.53,13.64,0.2,0.182,0.5,0.6819999999999999,0.3
FC,Cutter,FB,50,7.58,8,8,3,37.5,0,0.0,23,6,26.09,12.0,10,20.0,32.0,26.09,4.31,33.33,0.25,0.25,0.25,0.5,0.0
CU,Curveball,BR,43,6.52,15,14,3,20.0,1,6.67,21,3,14.29,6.98,5,11.63,18.6,25.0,4.31,33.33,0.214,0.267,0.286,0.5529999999999999,0.07199999999999998
CH,Changeup,OS,22,3.33,5,4,3,60.0,1,20.0,7,4,57.14,18.18,4,18.18,36.36,21.43,6.7,21.43,0.0,0.2,0.0,0.2,0.0
FS,Split-Finger,OS,17,2.58,3,3,3,100.0,0,0.0,10,4,40.0,23.53,0,0.0,23.53,30.0,5.26,27.27,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,4,0.61,2,2,0,0.0,0,0.0,2,0,0.0,0.0,1,25.0,25.0,0.0,0.48,0.0,0.5,0.5,0.5,1.0,0.0
EP,Eephus,,1,0.15,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,100.0,0.0,,1.0,1.0,1.0,2.0,0.0
KC,Knuckle Curve,BR,1,0.15,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0
