Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,326,33.75,78,72,16,20.51,5,6.41,177,38,21.47,11.66,47,14.42,26.07,37.2,33.54,14.68,0.236,0.282,0.25,0.532,0.014000000000000012
SI,Sinker,FB,188,19.46,64,60,5,7.81,3,4.69,113,9,7.96,4.79,34,18.09,22.87,35.94,10.15,15.15,0.283,0.317,0.333,0.65,0.050000000000000044
SL,Slider,BR,141,14.6,33,31,8,24.24,2,6.06,58,23,39.66,16.31,14,9.93,26.24,23.66,16.92,14.55,0.226,0.273,0.355,0.628,0.12899999999999998
FC,Cutter,FB,95,9.83,24,23,7,29.17,1,4.17,49,14,28.57,14.74,13,13.68,28.42,26.53,9.23,23.33,0.304,0.333,0.522,0.855,0.21800000000000003
ST,Sweeper,BR,86,8.9,17,15,6,35.29,0,0.0,32,12,37.5,13.95,18,20.93,34.88,17.78,9.85,18.75,0.267,0.235,0.733,0.968,0.46599999999999997
CU,Curveball,BR,37,3.83,9,9,3,33.33,0,0.0,12,5,41.67,13.51,6,16.22,29.73,20.83,5.85,15.79,0.222,0.222,0.222,0.444,0.0
CH,Changeup,OS,34,3.52,8,6,0,0.0,2,25.0,20,2,10.0,5.88,2,5.88,11.76,20.0,5.23,0.0,0.333,0.5,0.333,0.833,0.0
FS,Split-Finger,OS,28,2.9,11,11,2,18.18,0,0.0,21,7,33.33,25.0,1,3.57,28.57,46.15,4.31,14.29,0.273,0.273,0.545,0.8180000000000001,0.272
KC,Knuckle Curve,BR,13,1.35,1,1,0,0.0,0,0.0,7,1,14.29,7.69,2,15.38,23.08,20.0,2.77,0.0,1.0,1.0,1.0,2.0,0.0
SV,Slurve,BR,11,1.14,1,1,0,0.0,0,0.0,3,1,33.33,9.09,2,18.18,27.27,12.5,1.54,0.0,0.0,0.0,0.0,0.0,0.0
FA,Other,,4,0.41,0,0,0,,0,,2,0,0.0,0.0,1,25.0,25.0,50.0,0.31,0.0,,,,,
EP,Eephus,,1,0.1,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
KN,Knuckleball,,1,0.1,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,,0.31,0.0,0.0,0.0,0.0,0.0,0.0
,,,1,0.1,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,
