Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,550,31.81,141,126,19,13.48,15,10.64,270,37,13.7,6.73,107,19.45,26.18,33.45,31.74,10.61,0.214,0.298,0.341,0.639,0.12700000000000003
CH,Changeup,OS,266,15.38,55,51,10,18.18,4,7.27,122,35,28.69,13.16,28,10.53,23.68,31.21,14.36,12.35,0.255,0.309,0.392,0.7010000000000001,0.137
SL,Slider,BR,192,11.1,48,46,21,43.75,1,2.08,102,40,39.22,20.83,33,17.19,38.02,40.4,13.3,28.0,0.196,0.229,0.348,0.577,0.15199999999999997
CU,Curveball,BR,180,10.41,36,30,11,30.56,4,11.11,73,25,34.25,13.89,35,19.44,33.33,31.13,11.35,17.19,0.133,0.278,0.167,0.44500000000000006,0.034
FC,Cutter,FB,157,9.08,32,30,5,15.62,2,6.25,79,12,15.19,7.64,27,17.2,24.84,36.9,7.62,11.63,0.333,0.375,0.4,0.775,0.067
SI,Sinker,FB,150,8.68,49,44,4,8.16,5,10.2,72,6,8.33,4.0,29,19.33,23.33,28.99,7.27,9.76,0.364,0.429,0.591,1.02,0.22699999999999998
ST,Sweeper,BR,98,5.67,16,13,3,18.75,2,12.5,32,6,18.75,6.12,34,34.69,40.82,30.43,5.5,9.68,0.231,0.333,0.231,0.5640000000000001,0.0
FS,Split-Finger,OS,90,5.21,23,22,8,34.78,1,4.35,39,10,25.64,11.11,10,11.11,22.22,35.38,5.85,24.24,0.136,0.174,0.273,0.447,0.137
KC,Knuckle Curve,BR,34,1.97,7,6,2,28.57,1,14.29,10,5,50.0,14.71,6,17.65,32.35,21.74,2.66,13.33,0.5,0.571,0.5,1.071,0.0
,,,7,0.4,3,0,0,0.0,3,100.0,0,0,,0.0,0,0.0,0.0,,0.18,0.0,,1.0,,,
SV,Slurve,BR,5,0.29,0,0,0,,0,,1,0,0.0,0.0,1,20.0,20.0,0.0,0.18,0.0,,,,,
