Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,292,32.27,70,59,12,17.14,10,14.29,136,18,13.24,6.16,40,13.7,19.86,18.75,35.02,12.37,0.373,0.464,0.542,1.006,0.16900000000000004
SL,Slider,BR,113,12.49,26,22,7,26.92,3,11.54,60,21,35.0,18.58,11,9.73,28.32,31.75,13.36,18.92,0.318,0.385,0.682,1.0670000000000002,0.36400000000000005
CH,Changeup,OS,109,12.04,24,23,5,20.83,1,4.17,43,13,30.23,11.93,10,9.17,21.1,25.97,11.91,15.15,0.261,0.292,0.304,0.596,0.04299999999999998
FC,Cutter,FB,108,11.93,26,24,3,11.54,2,7.69,58,8,13.79,7.41,12,11.11,18.52,30.36,11.91,9.09,0.25,0.308,0.333,0.641,0.08300000000000002
SI,Sinker,FB,89,9.83,30,21,5,16.67,9,30.0,31,7,22.58,7.87,23,25.84,33.71,17.5,6.14,29.41,0.286,0.5,0.476,0.976,0.19
CU,Curveball,BR,79,8.73,9,8,1,11.11,1,11.11,29,10,34.48,12.66,8,10.13,22.78,21.15,8.66,4.17,0.5,0.556,1.125,1.681,0.625
FS,Split-Finger,OS,50,5.52,17,15,5,29.41,1,5.88,22,6,27.27,12.0,4,8.0,20.0,29.41,6.86,26.32,0.2,0.294,0.267,0.5609999999999999,0.067
ST,Sweeper,BR,36,3.98,6,6,1,16.67,0,0.0,16,6,37.5,16.67,7,19.44,36.11,23.53,3.25,11.11,0.333,0.333,0.833,1.166,0.49999999999999994
KC,Knuckle Curve,BR,21,2.32,5,5,2,40.0,0,0.0,14,6,42.86,28.57,1,4.76,33.33,40.0,2.89,25.0,0.2,0.2,0.4,0.6000000000000001,0.2
,,,7,0.77,3,0,0,0.0,3,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,
SV,Slurve,BR,1,0.11,0,0,0,,0,,0,0,,0.0,1,100.0,100.0,0.0,0.0,,,,,,
