Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,602,35.56,145,117,45,31.03,24,16.55,280,88,31.43,14.62,79,13.12,27.74,18.97,38.78,22.06,0.197,0.34,0.419,0.759,0.22199999999999998
CH,Changeup,OS,242,14.29,62,58,15,24.19,4,6.45,124,32,25.81,13.22,22,9.09,22.31,34.93,14.64,19.48,0.259,0.306,0.569,0.875,0.30999999999999994
FC,Cutter,FB,216,12.76,52,50,10,19.23,2,3.85,118,27,22.88,12.5,27,12.5,25.0,28.57,9.89,19.23,0.14,0.173,0.22,0.393,0.07999999999999999
SL,Slider,BR,192,11.34,36,34,14,38.89,1,2.78,102,31,30.39,16.15,38,19.79,35.94,36.17,12.36,21.54,0.294,0.333,0.647,0.98,0.35300000000000004
SI,Sinker,FB,152,8.98,47,42,12,25.53,5,10.64,70,16,22.86,10.53,32,21.05,31.58,16.95,7.03,32.43,0.19,0.277,0.333,0.6100000000000001,0.14300000000000002
CU,Curveball,BR,88,5.2,19,18,6,31.58,0,0.0,30,5,16.67,5.68,26,29.55,35.23,23.81,5.51,20.69,0.278,0.316,0.611,0.927,0.33299999999999996
ST,Sweeper,BR,81,4.78,17,16,10,58.82,1,5.88,43,18,41.86,22.22,14,17.28,39.51,39.02,4.75,40.0,0.0,0.059,0.0,0.059,0.0
FS,Split-Finger,OS,67,3.96,18,18,4,22.22,0,0.0,27,4,14.81,5.97,9,13.43,19.4,26.19,4.56,16.67,0.111,0.111,0.111,0.222,0.0
KC,Knuckle Curve,BR,29,1.71,6,6,2,33.33,0,0.0,9,2,22.22,6.9,7,24.14,31.03,23.53,1.71,22.22,0.167,0.167,0.333,0.5,0.166
,,,14,0.83,3,2,2,66.67,1,33.33,2,2,100.0,14.29,4,28.57,42.86,,0.57,66.67,0.0,0.333,0.0,0.333,0.0
KN,Knuckleball,,5,0.3,2,2,1,50.0,0,0.0,1,0,0.0,0.0,2,40.0,40.0,33.33,0.19,100.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,5,0.3,2,2,0,0.0,0,0.0,3,1,33.33,20.0,0,0.0,20.0,33.33,0.0,,0.0,0.0,0.0,0.0,0.0
