Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,416,26.13,106,96,33,31.13,10,9.43,201,66,32.84,15.87,76,18.27,34.13,20.45,26.29,25.0,0.26,0.33,0.406,0.736,0.14600000000000002
SI,Sinker,FB,370,23.24,100,88,10,10.0,10,10.0,156,21,13.46,5.68,87,23.51,29.19,13.64,17.73,11.24,0.261,0.34,0.477,0.817,0.21599999999999997
SL,Slider,BR,288,18.09,51,45,15,29.41,6,11.76,99,33,33.33,11.46,56,19.44,30.9,14.63,18.53,16.13,0.222,0.314,0.444,0.758,0.222
ST,Sweeper,BR,166,10.43,34,28,12,35.29,5,14.71,59,24,40.68,14.46,26,15.66,30.12,15.46,13.35,17.91,0.214,0.324,0.321,0.645,0.10700000000000001
FC,Cutter,FB,120,7.54,24,22,4,16.67,2,8.33,40,11,27.5,9.17,34,28.33,37.5,11.11,4.58,17.39,0.364,0.417,0.818,1.2349999999999999,0.45399999999999996
CU,Curveball,BR,80,5.03,19,18,5,26.32,0,0.0,41,10,24.39,12.5,11,13.75,26.25,30.0,7.17,13.89,0.167,0.211,0.222,0.433,0.05499999999999999
CH,Changeup,OS,77,4.84,24,21,7,29.17,3,12.5,41,10,24.39,12.99,12,15.58,28.57,32.5,6.37,21.88,0.238,0.333,0.333,0.666,0.09500000000000003
FS,Split-Finger,OS,35,2.2,8,5,4,50.0,2,25.0,10,8,80.0,22.86,2,5.71,28.57,10.71,3.39,23.53,0.0,0.375,0.0,0.375,0.0
KC,Knuckle Curve,BR,28,1.76,5,5,2,40.0,0,0.0,11,4,36.36,14.29,3,10.71,25.0,21.05,2.19,18.18,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,9,0.57,1,0,0,0.0,1,100.0,2,0,0.0,0.0,2,22.22,22.22,0.0,0.2,0.0,,1.0,,,
,,,3,0.19,2,0,0,0.0,2,100.0,0,0,,0.0,0,0.0,0.0,,0.2,0.0,,1.0,,,
