Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,286,32.95,67,56,9,13.43,8,11.94,134,16,11.94,5.59,63,22.03,27.62,30.53,29.78,13.43,0.161,0.288,0.179,0.46699999999999997,0.017999999999999988
SI,Sinker,FB,167,19.24,53,46,8,15.09,2,3.77,85,10,11.76,5.99,41,24.55,30.54,41.18,12.89,27.59,0.261,0.346,0.348,0.694,0.08699999999999997
SL,Slider,BR,167,19.24,47,40,3,6.38,1,2.13,76,16,21.05,9.58,28,16.77,26.35,24.42,18.67,7.14,0.2,0.283,0.3,0.583,0.09999999999999998
ST,Sweeper,BR,59,6.8,19,19,5,26.32,0,0.0,29,7,24.14,11.86,10,16.95,28.81,41.67,10.22,21.74,0.316,0.316,0.789,1.105,0.47300000000000003
FC,Cutter,FB,56,6.45,15,12,1,6.67,3,20.0,20,4,20.0,7.14,10,17.86,25.0,12.9,4.0,11.11,0.25,0.4,0.333,0.7330000000000001,0.08300000000000002
CH,Changeup,OS,49,5.65,19,15,2,10.53,1,5.26,25,4,16.0,8.16,3,6.12,14.29,28.57,9.33,9.52,0.2,0.316,0.2,0.516,0.0
CU,Curveball,BR,38,4.38,13,13,2,15.38,0,0.0,21,2,9.52,5.26,5,13.16,18.42,23.53,4.44,20.0,0.308,0.308,0.538,0.8460000000000001,0.23000000000000004
KC,Knuckle Curve,BR,23,2.65,6,6,1,16.67,0,0.0,10,1,10.0,4.35,4,17.39,21.74,37.5,4.89,9.09,0.333,0.333,0.5,0.833,0.16699999999999998
FS,Split-Finger,OS,14,1.61,7,7,2,28.57,0,0.0,9,3,33.33,21.43,0,0.0,21.43,50.0,3.56,25.0,0.143,0.143,0.286,0.42899999999999994,0.143
SV,Slurve,BR,7,0.81,2,2,0,0.0,0,0.0,4,0,0.0,0.0,1,14.29,14.29,50.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0
FO,Forkball,OS,1,0.12,0,0,0,,0,,1,0,0.0,0.0,0,0.0,0.0,,0.44,0.0,,,,,
,,,1,0.12,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.44,0.0,,,,,
