Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,429,28.32,106,88,34,32.08,13,12.26,185,40,21.62,9.32,108,25.17,34.5,20.11,29.72,22.97,0.239,0.349,0.511,0.86,0.272
SL,Slider,BR,328,21.65,71,66,23,32.39,4,5.63,130,47,36.15,14.33,63,19.21,33.54,21.71,21.69,21.3,0.182,0.239,0.318,0.5569999999999999,0.136
SI,Sinker,FB,290,19.14,81,75,13,16.05,4,4.94,131,15,11.45,5.17,65,22.41,27.59,20.97,12.05,21.67,0.253,0.284,0.373,0.657,0.12
ST,Sweeper,BR,143,9.44,43,41,15,34.88,2,4.65,65,22,33.85,15.38,19,13.29,28.67,27.16,11.45,26.32,0.146,0.186,0.22,0.406,0.07400000000000001
FC,Cutter,FB,127,8.38,33,29,6,18.18,4,12.12,58,12,20.69,9.45,26,20.47,29.92,24.59,5.82,20.69,0.172,0.273,0.276,0.549,0.10400000000000004
CU,Curveball,BR,72,4.75,19,18,4,21.05,1,5.26,35,8,22.86,11.11,14,19.44,30.56,28.57,6.63,12.12,0.278,0.316,0.5,0.8160000000000001,0.22199999999999998
CH,Changeup,OS,52,3.43,17,16,7,41.18,1,5.88,27,8,29.63,15.38,6,11.54,26.92,32.14,5.82,24.14,0.25,0.294,0.312,0.606,0.062
FS,Split-Finger,OS,44,2.9,7,7,5,71.43,0,0.0,22,7,31.82,15.91,3,6.82,22.73,33.33,4.42,22.73,0.143,0.143,0.143,0.286,0.0
KC,Knuckle Curve,BR,20,1.32,4,4,2,50.0,0,0.0,8,1,12.5,5.0,3,15.0,20.0,25.0,2.01,20.0,0.0,0.0,0.0,0.0,0.0
KN,Knuckleball,,6,0.4,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.4,0.0,1.0,1.0,1.0,2.0,0.0
SV,Slurve,BR,3,0.2,1,1,0,0.0,0,0.0,1,0,0.0,0.0,1,33.33,33.33,50.0,0.0,,0.0,0.0,0.0,0.0,0.0
PO,Pitch Out,,1,0.07,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
