Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,361,34.61,91,70,26,28.57,13,14.29,181,59,32.6,16.34,50,13.85,30.19,23.17,37.76,19.53,0.3,0.462,0.5,0.962,0.2
SL,Slider,BR,214,20.52,54,51,22,40.74,3,5.56,115,53,46.09,24.77,23,10.75,35.51,41.61,23.6,26.25,0.176,0.222,0.294,0.516,0.118
SI,Sinker,FB,148,14.19,38,30,4,10.53,6,15.79,65,14,21.54,9.46,29,19.59,29.05,18.18,7.67,15.38,0.333,0.474,0.667,1.141,0.334
ST,Sweeper,BR,83,7.96,23,22,8,34.78,1,4.35,48,22,45.83,26.51,10,12.05,38.55,43.48,9.44,25.0,0.182,0.217,0.227,0.444,0.04500000000000001
FC,Cutter,FB,77,7.38,26,24,4,15.38,2,7.69,44,11,25.0,14.29,11,14.29,28.57,32.35,5.01,23.53,0.208,0.269,0.333,0.6020000000000001,0.12500000000000003
CH,Changeup,OS,57,5.47,12,8,3,25.0,2,16.67,26,11,42.31,19.3,5,8.77,28.07,22.86,6.78,13.04,0.375,0.583,0.5,1.083,0.125
CU,Curveball,BR,47,4.51,10,10,2,20.0,0,0.0,25,8,32.0,17.02,6,12.77,29.79,27.78,4.13,14.29,0.4,0.4,0.8,1.2000000000000002,0.4
FS,Split-Finger,OS,27,2.59,7,6,2,28.57,1,14.29,13,6,46.15,22.22,1,3.7,25.93,33.33,2.95,20.0,0.333,0.429,0.833,1.262,0.49999999999999994
KC,Knuckle Curve,BR,17,1.63,4,4,3,75.0,0,0.0,9,6,66.67,35.29,2,11.76,47.06,45.45,2.06,42.86,0.0,0.0,0.0,0.0,0.0
FA,Other,,5,0.48,1,0,0,0.0,1,100.0,0,0,,0.0,1,20.0,20.0,0.0,0.0,,,1.0,,,
,,,4,0.38,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,
KN,Knuckleball,,2,0.19,1,1,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,,0.29,0.0,1.0,1.0,4.0,5.0,3.0
SC,Screwball,,1,0.1,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.29,0.0,,,,,
