Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
SI,Sinker,FB,331,23.64,102,90,10,9.8,8,7.84,154,14,9.09,4.23,71,21.45,25.68,39.08,10.71,23.81,0.289,0.373,0.367,0.74,0.07800000000000001
FF,4-Seam Fastball,FB,305,21.79,74,66,18,24.32,6,8.11,154,37,24.03,12.13,59,19.34,31.48,32.12,25.26,17.17,0.333,0.405,0.712,1.117,0.37899999999999995
SL,Slider,BR,280,20.0,79,77,27,34.18,2,2.53,152,56,36.84,20.0,24,8.57,28.57,32.92,25.26,27.27,0.299,0.316,0.558,0.8740000000000001,0.25900000000000006
ST,Sweeper,BR,163,11.64,44,43,16,36.36,1,2.27,86,36,41.86,22.09,21,12.88,34.97,33.68,14.03,29.09,0.186,0.205,0.256,0.46099999999999997,0.07
FC,Cutter,FB,110,7.86,26,25,6,23.08,0,0.0,56,19,33.93,17.27,23,20.91,38.18,33.33,4.85,31.58,0.24,0.231,0.56,0.791,0.32000000000000006
CH,Changeup,OS,68,4.86,26,22,11,42.31,3,11.54,42,16,38.1,23.53,11,16.18,39.71,37.93,6.89,40.74,0.182,0.308,0.409,0.717,0.22699999999999998
CU,Curveball,BR,52,3.71,16,16,4,25.0,0,0.0,25,8,32.0,15.38,6,11.54,26.92,22.22,3.83,26.67,0.25,0.25,0.688,0.938,0.43799999999999994
FS,Split-Finger,OS,49,3.5,17,16,7,41.18,0,0.0,33,14,42.42,28.57,5,10.2,38.78,50.0,6.12,29.17,0.188,0.235,0.375,0.61,0.187
KC,Knuckle Curve,BR,22,1.57,5,5,4,80.0,0,0.0,8,7,87.5,31.82,4,18.18,50.0,37.5,1.79,57.14,0.0,0.0,0.0,0.0,0.0
KN,Knuckleball,,11,0.79,3,1,1,33.33,1,33.33,2,2,100.0,18.18,2,18.18,36.36,12.5,1.02,25.0,0.0,0.667,0.0,0.667,0.0
SV,Slurve,BR,5,0.36,1,1,0,0.0,0,0.0,2,1,50.0,20.0,1,20.0,40.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0
EP,Eephus,,2,0.14,1,1,0,0.0,0,0.0,1,0,0.0,0.0,1,50.0,50.0,100.0,0.0,,0.0,0.0,0.0,0.0,0.0
,,,2,0.14,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,
