Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,235,46.35,59,52,15,25.42,3,5.08,103,20,19.42,8.51,47,20.0,28.51,13.13,43.66,24.19,0.135,0.22,0.212,0.432,0.07699999999999999
FC,Cutter,FB,60,11.83,14,12,3,21.43,2,14.29,31,11,35.48,18.33,8,13.33,31.67,30.0,10.56,20.0,0.083,0.214,0.333,0.547,0.25
SI,Sinker,FB,51,10.06,18,13,5,27.78,3,16.67,16,2,12.5,3.92,19,37.25,41.18,5.56,8.45,41.67,0.231,0.333,0.385,0.718,0.154
SL,Slider,BR,36,7.1,8,8,2,25.0,0,0.0,20,8,40.0,22.22,6,16.67,38.89,33.33,7.04,20.0,0.375,0.375,0.75,1.125,0.375
CH,Changeup,OS,35,6.9,13,13,1,7.69,0,0.0,24,5,20.83,14.29,2,5.71,20.0,54.55,5.63,12.5,0.385,0.385,0.462,0.847,0.07700000000000001
FS,Split-Finger,OS,33,6.51,7,6,1,14.29,1,14.29,20,7,35.0,21.21,1,3.03,24.24,50.0,13.38,5.26,0.333,0.429,0.5,0.929,0.16699999999999998
CU,Curveball,BR,23,4.54,4,4,1,25.0,0,0.0,9,1,11.11,4.35,3,13.04,17.39,35.29,4.93,14.29,0.5,0.5,1.25,1.75,0.75
ST,Sweeper,BR,19,3.75,2,1,1,50.0,0,0.0,7,1,14.29,5.26,4,21.05,26.32,18.18,2.82,25.0,0.0,0.0,0.0,0.0,0.0
KN,Knuckleball,,9,1.78,4,3,1,25.0,0,0.0,6,2,33.33,22.22,1,11.11,33.33,33.33,2.82,25.0,0.667,0.667,0.667,1.334,0.0
KC,Knuckle Curve,BR,4,0.79,1,1,0,0.0,0,0.0,2,1,50.0,25.0,1,25.0,50.0,50.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
PO,Pitch Out,,1,0.2,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
SV,Slurve,BR,1,0.2,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
