Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,261,40.47,61,57,32,52.46,4,6.56,156,64,41.03,24.52,26,9.96,34.48,27.78,44.76,34.04,0.175,0.23,0.211,0.441,0.036000000000000004
CH,Changeup,OS,96,14.88,32,30,8,25.0,2,6.25,49,17,34.69,17.71,3,3.12,20.83,30.16,15.24,25.0,0.267,0.312,0.433,0.745,0.16599999999999998
SL,Slider,BR,61,9.46,16,15,6,37.5,0,0.0,38,13,34.21,21.31,5,8.2,29.51,47.06,12.86,22.22,0.267,0.312,0.467,0.779,0.2
FC,Cutter,FB,59,9.15,13,11,2,15.38,1,7.69,32,9,28.12,15.25,9,15.25,30.51,32.14,2.86,33.33,0.182,0.25,0.455,0.7050000000000001,0.273
CU,Curveball,BR,46,7.13,14,13,5,35.71,0,0.0,25,7,28.0,15.22,9,19.57,34.78,48.0,5.24,45.45,0.154,0.214,0.385,0.599,0.231
FS,Split-Finger,OS,44,6.82,13,12,5,38.46,1,7.69,24,9,37.5,20.45,3,6.82,27.27,44.83,8.57,27.78,0.25,0.308,0.417,0.725,0.16699999999999998
SI,Sinker,FB,40,6.2,9,7,2,22.22,2,22.22,14,4,28.57,10.0,6,15.0,25.0,9.09,5.24,18.18,0.286,0.444,0.286,0.73,0.0
ST,Sweeper,BR,17,2.64,4,3,1,25.0,1,25.0,5,1,20.0,5.88,4,23.53,29.41,0.0,2.86,16.67,0.333,0.5,0.333,0.833,0.0
KC,Knuckle Curve,BR,12,1.86,2,2,1,50.0,0,0.0,5,4,80.0,33.33,1,8.33,41.67,33.33,1.9,25.0,0.5,0.5,1.0,1.5,0.5
SV,Slurve,BR,4,0.62,1,1,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
KN,Knuckleball,,3,0.47,1,1,0,0.0,0,0.0,2,1,50.0,33.33,0,0.0,33.33,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
,,,2,0.31,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.48,0.0,,,,,
