Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
SI,Sinker,FB,7,22.58,3,3,0,0.0,0,0.0,4,0,0.0,0.0,0,0.0,0.0,25.0,0.0,,0.0,0.0,0.0,0.0,0.0
FF,4-Seam Fastball,FB,6,19.35,1,1,1,100.0,0,0.0,3,1,33.33,16.67,2,33.33,50.0,50.0,20.0,50.0,0.0,0.0,0.0,0.0,0.0
EP,Eephus,,4,12.9,1,1,0,0.0,0,0.0,1,0,0.0,0.0,2,50.0,50.0,50.0,20.0,0.0,1.0,1.0,2.0,3.0,1.0
CH,Changeup,OS,3,9.68,1,1,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
SC,Screwball,,3,9.68,0,0,0,,0,,2,0,0.0,0.0,0,0.0,0.0,0.0,20.0,0.0,,,,,
CU,Curveball,BR,3,9.68,2,2,0,0.0,0,0.0,3,0,0.0,0.0,0,0.0,0.0,,10.0,0.0,0.0,0.0,0.0,0.0,0.0
ST,Sweeper,BR,2,6.45,0,0,0,,0,,0,0,,0.0,1,50.0,50.0,0.0,0.0,,,,,,
CS,Slow Curve,BR,1,3.23,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
FC,Cutter,FB,1,3.23,1,0,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,,0.0,,,,,,
FA,Other,,1,3.23,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,10.0,0.0,,,,,
