Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,547,27.78,173,155,15,8.67,17,9.83,304,39,12.83,7.13,75,13.71,20.84,21.21,25.09,10.71,0.226,0.306,0.394,0.7,0.168
SL,Slider,BR,413,20.98,95,87,22,23.16,7,7.37,196,66,33.67,15.98,57,13.8,29.78,28.21,20.97,18.8,0.195,0.253,0.276,0.529,0.08100000000000002
SI,Sinker,FB,339,17.22,108,100,12,11.11,7,6.48,183,20,10.93,5.9,52,15.34,21.24,27.63,15.41,13.95,0.27,0.324,0.42,0.744,0.14999999999999997
ST,Sweeper,BR,221,11.22,53,49,12,22.64,4,7.55,111,35,31.53,15.84,29,13.12,28.96,30.77,13.26,16.22,0.224,0.283,0.49,0.7729999999999999,0.266
FC,Cutter,FB,183,9.29,45,41,0,0.0,4,8.89,81,12,14.81,6.56,21,11.48,18.03,18.27,5.56,0.0,0.268,0.333,0.488,0.821,0.21999999999999997
CH,Changeup,OS,124,6.3,37,33,10,27.03,3,8.11,68,19,27.94,15.32,10,8.06,23.39,34.29,10.04,17.86,0.212,0.297,0.333,0.63,0.12100000000000002
CU,Curveball,BR,54,2.74,17,16,2,11.76,1,5.88,25,7,28.0,12.96,3,5.56,18.52,13.79,3.76,9.52,0.188,0.235,0.312,0.5469999999999999,0.124
FS,Split-Finger,OS,43,2.18,11,11,7,63.64,0,0.0,28,11,39.29,25.58,4,9.3,34.88,57.69,3.58,35.0,0.091,0.091,0.091,0.182,0.0
KC,Knuckle Curve,BR,31,1.57,3,3,0,0.0,0,0.0,11,2,18.18,6.45,7,22.58,29.03,6.67,1.43,0.0,0.333,0.333,0.333,0.666,0.0
SV,Slurve,BR,9,0.46,1,1,0,0.0,0,0.0,2,1,50.0,11.11,1,11.11,22.22,22.22,0.72,0.0,0.0,0.0,0.0,0.0,0.0
,,,5,0.25,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.18,0.0,,1.0,,,
