Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,442,30.91,114,100,36,31.58,13,11.4,213,44,20.66,9.95,85,19.23,29.19,28.02,28.44,29.51,0.2,0.289,0.35,0.639,0.14999999999999997
SL,Slider,BR,308,21.54,86,78,26,30.23,5,5.81,162,64,39.51,20.78,35,11.36,32.14,35.09,24.48,24.76,0.231,0.267,0.385,0.652,0.154
SI,Sinker,FB,216,15.1,68,63,9,13.24,2,2.94,112,15,13.39,6.94,58,26.85,33.8,37.04,9.09,23.08,0.222,0.279,0.397,0.676,0.17500000000000002
ST,Sweeper,BR,145,10.14,39,38,13,33.33,0,0.0,75,31,41.33,21.38,12,8.28,29.66,36.36,14.22,21.31,0.263,0.256,0.605,0.861,0.34199999999999997
FC,Cutter,FB,100,6.99,21,17,4,19.05,4,19.05,45,17,37.78,17.0,14,14.0,31.0,19.23,4.2,22.22,0.176,0.333,0.412,0.745,0.236
CH,Changeup,OS,66,4.62,22,22,8,36.36,0,0.0,40,13,32.5,19.7,3,4.55,24.24,30.0,5.83,32.0,0.227,0.227,0.545,0.772,0.31800000000000006
CU,Curveball,BR,58,4.06,12,10,5,41.67,1,8.33,30,16,53.33,27.59,3,5.17,32.76,26.47,5.59,20.83,0.2,0.333,0.3,0.633,0.09999999999999998
FS,Split-Finger,OS,38,2.66,12,12,3,25.0,0,0.0,24,8,33.33,21.05,0,0.0,21.05,30.0,4.66,15.0,0.25,0.25,0.75,1.0,0.5
KC,Knuckle Curve,BR,28,1.96,7,7,3,42.86,0,0.0,12,8,66.67,28.57,3,10.71,39.29,35.0,3.03,23.08,0.286,0.286,0.714,1.0,0.428
EP,Eephus,,10,0.7,4,3,0,0.0,1,25.0,4,0,0.0,0.0,1,10.0,10.0,0.0,0.0,,0.333,0.5,1.333,1.833,1.0
SV,Slurve,BR,7,0.49,4,4,1,25.0,0,0.0,4,0,0.0,0.0,2,28.57,28.57,50.0,0.47,50.0,0.5,0.5,1.5,2.0,1.0
,,,5,0.35,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,
FA,Other,,5,0.35,1,0,0,0.0,1,100.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,1.0,,,
CS,Slow Curve,BR,1,0.07,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
KN,Knuckleball,,1,0.07,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
