Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,161,32.33,33,28,9,27.27,3,9.09,76,20,26.32,12.42,26,16.15,28.57,25.97,35.48,16.36,0.214,0.303,0.357,0.6599999999999999,0.143
FC,Cutter,FB,69,13.86,18,15,2,11.11,2,11.11,36,9,25.0,13.04,12,17.39,30.43,30.0,11.61,11.11,0.333,0.444,0.6,1.044,0.26699999999999996
CH,Changeup,OS,57,11.45,21,20,1,4.76,1,4.76,29,3,10.34,5.26,7,12.28,17.54,25.0,12.26,5.26,0.2,0.238,0.4,0.638,0.2
SI,Sinker,FB,54,10.84,18,16,7,38.89,2,11.11,19,4,21.05,7.41,21,38.89,46.3,0.0,10.97,41.18,0.375,0.444,0.438,0.882,0.063
CU,Curveball,BR,53,10.64,7,7,2,28.57,0,0.0,18,6,33.33,11.32,12,22.64,33.96,31.43,7.1,18.18,0.143,0.143,0.143,0.286,0.0
FS,Split-Finger,OS,32,6.43,10,9,2,20.0,0,0.0,14,2,14.29,6.25,6,18.75,25.0,36.84,6.45,20.0,0.111,0.111,0.222,0.333,0.111
ST,Sweeper,BR,32,6.43,8,7,1,12.5,1,12.5,15,2,13.33,6.25,5,15.62,21.88,20.0,6.45,10.0,0.143,0.25,0.571,0.821,0.42799999999999994
SL,Slider,BR,31,6.22,7,7,3,42.86,0,0.0,19,5,26.32,16.13,3,9.68,25.81,47.06,7.74,25.0,0.286,0.286,0.714,1.0,0.428
KC,Knuckle Curve,BR,4,0.8,0,0,0,,0,,0,0,,0.0,1,25.0,25.0,0.0,0.0,,,,,,
SV,Slurve,BR,4,0.8,2,2,1,50.0,0,0.0,3,2,66.67,50.0,1,25.0,75.0,100.0,1.29,50.0,0.5,0.5,2.0,2.5,1.5
,,,1,0.2,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.65,0.0,,1.0,,,
