gid,date,year,batter,bSide,pitcher,pSide,result,isStrikeout,isWalk,bPA,bAVG,bK,bK%,bBB,bBB%,bOPS,bISO,bWhiff%,bSwStr%,bcStr%,bCSW%,bChase%,bPutaway%,pbPA,pbAVG,pbK,pbK%,pbBB,pbBB%,pbOPS,pbISO,pbWhiff%,pbSwStr%,pbcStr%,pbCSW%,pbChase%,pbPutaway%,pPA,pAVG,pK,pK%,pBB,pBB%,pOPS,pISO,pWhiff%,pSwStr%,pcStr%,pCSW%,pChase%,pPutaway%
745117,2024-03-29,2024,662139,L,592094,R,field_out,False,False,4.0,0.0,1.0,25.0,1.0,25.0,0.25,0.0,16.67,6.67,6.67,13.33,20.0,50.0,466.0,0.202,111.0,23.82,36.0,7.73,0.662,0.19,25.51,12.84,15.05,27.89,29.23,18.26,,,,,,,,,,,,,,
745117,2024-03-29,2024,672386,R,592094,R,sac_fly,False,False,3.0,0.333,1.0,33.33,0.0,0.0,0.666,0.0,28.57,15.38,30.77,46.15,25.0,16.67,295.0,0.244,28.0,9.49,25.0,8.47,0.6739999999999999,0.1069999999999999,13.38,5.86,20.77,26.63,27.21,7.67,,,,,,,,,,,,,,
745117,2024-03-29,2024,595281,L,592094,R,strikeout,True,False,3.0,0.333,1.0,33.33,0.0,0.0,0.666,0.0,66.67,40.0,10.0,50.0,25.0,50.0,312.0,0.26,63.0,20.19,25.0,8.01,0.753,0.1709999999999999,29.15,14.21,14.3,28.51,25.39,21.07,,,,,,,,,,,,,,
745604,2024-03-29,2024,660670,R,554430,R,single,False,False,,,,,,,,,,,,,,,587.0,0.343,64.0,10.9,61.0,10.39,1.024,0.2619999999999999,18.92,8.75,13.64,22.39,22.43,11.37,,,,,,,,,,,,,,
745604,2024-03-29,2024,645277,L,554430,R,field_out,False,False,,,,,,,,,,,,,,,528.0,0.25,89.0,16.86,42.0,7.95,0.8029999999999999,0.235,20.84,11.11,9.82,20.92,33.45,13.94,,,,,,,,,,,,,,
745604,2024-03-29,2024,663586,R,554430,R,field_out,False,False,,,,,,,,,,,,,,,566.0,0.28,137.0,24.2,42.0,7.42,0.841,0.2199999999999999,27.71,13.25,15.53,28.77,27.7,18.53,,,,,,,,,,,,,,
745604,2024-03-29,2024,621566,L,554430,R,field_out,False,False,,,,,,,,,,,,,,,540.0,0.294,115.0,21.3,90.0,16.67,1.061,0.351,27.51,12.57,12.32,24.89,25.66,14.92,,,,,,,,,,,,,,
745604,2024-03-29,2024,656941,L,675911,R,field_out,False,False,,,,,,,,,,,,,,,469.0,0.201,128.0,27.29,85.0,18.12,0.848,0.296,31.18,11.75,19.66,31.41,21.53,23.1,,,,,,,,,,,,,,
745604,2024-03-29,2024,607208,R,675911,R,field_out,False,False,,,,,,,,,,,,,,,485.0,0.282,109.0,22.47,29.0,5.98,0.8029999999999999,0.19,28.9,15.6,12.67,28.27,36.06,17.81,,,,,,,,,,,,,,
745604,2024-03-29,2024,547180,L,675911,R,strikeout,True,False,,,,,,,,,,,,,,,375.0,0.295,80.0,21.33,60.0,16.0,0.907,0.199,31.39,15.65,8.66,24.31,32.27,20.0,,,,,,,,,,,,,,
745604,2024-03-29,2024,542303,R,554430,R,field_out,False,False,,,,,,,,,,,,,,,453.0,0.272,109.0,24.06,44.0,9.71,0.882,0.263,27.95,13.42,14.78,28.21,29.59,18.63,,,,,,,,,,,,,,
745604,2024-03-29,2024,671739,L,554430,R,single,False,False,,,,,,,,,,,,,,,400.0,0.29,76.0,19.0,22.0,5.5,0.812,0.191,24.97,13.25,14.35,27.61,37.23,20.32,,,,,,,,,,,,,,
745604,2024-03-29,2024,669221,R,554430,R,field_out,False,False,,,,,,,,,,,,,,,337.0,0.245,77.0,22.85,37.0,10.98,0.832,0.2309999999999999,26.79,12.43,15.15,27.58,22.74,18.97,,,,,,,,,,,,,,
745604,2024-03-29,2024,606115,R,554430,R,field_out,False,False,,,,,,,,,,,,,,,421.0,0.255,78.0,18.53,23.0,5.46,0.6739999999999999,0.12,23.54,11.23,17.09,28.32,27.84,15.98,,,,,,,,,,,,,,
745604,2024-03-29,2024,592663,R,675911,R,strikeout,True,False,,,,,,,,,,,,,,,389.0,0.25,95.0,24.42,26.0,6.68,0.733,0.176,24.63,12.47,14.02,26.48,29.65,21.02,,,,,,,,,,,,,,
745604,2024-03-29,2024,664761,R,675911,R,single,False,False,,,,,,,,,,,,,,,445.0,0.263,68.0,15.28,34.0,7.64,0.7010000000000001,0.1139999999999999,17.17,8.27,16.06,24.33,28.14,13.48,,,,,,,,,,,,,,
745604,2024-03-29,2024,681082,L,675911,R,field_out,False,False,,,,,,,,,,,,,,,474.0,0.28,76.0,16.03,26.0,5.49,0.753,0.1509999999999999,14.49,6.52,22.08,28.6,28.42,11.93,,,,,,,,,,,,,,
745604,2024-03-29,2024,592206,R,675911,R,strikeout,True,False,,,,,,,,,,,,,,,485.0,0.252,140.0,28.87,25.0,5.15,0.733,0.192,37.06,20.57,11.78,32.36,40.41,25.27,,,,,,,,,,,,,,
745604,2024-03-29,2024,672284,L,554430,R,single,False,False,,,,,,,,,,,,,,,324.0,0.251,105.0,32.41,34.0,10.49,0.738,0.1569999999999999,35.42,16.4,14.8,31.2,29.2,26.99,,,,,,,,,,,,,,
745604,2024-03-29,2024,660670,R,554430,R,strikeout,True,False,,,,,,,,,,,,,,,587.0,0.343,64.0,10.9,61.0,10.39,1.024,0.2619999999999999,18.92,8.75,13.64,22.39,22.43,11.37,,,,,,,,,,,,,,
745604,2024-03-29,2024,645277,L,554430,R,field_out,False,False,,,,,,,,,,,,,,,528.0,0.25,89.0,16.86,42.0,7.95,0.8029999999999999,0.235,20.84,11.11,9.82,20.92,33.45,13.94,,,,,,,,,,,,,,
745604,2024-03-29,2024,669016,L,675911,R,strikeout,True,False,,,,,,,,,,,,,,,363.0,0.292,101.0,27.82,47.0,12.95,0.864,0.185,25.19,10.97,17.37,28.35,25.74,21.31,,,,,,,,,,,,,,
745604,2024-03-29,2024,679032,R,675911,R,field_out,False,False,,,,,,,,,,,,,,,100.0,0.281,23.0,23.0,4.0,4.0,0.76,0.1459999999999999,25.82,13.95,16.32,30.27,40.0,25.27,,,,,,,,,,,,,,
745604,2024-03-29,2024,656941,L,675911,R,field_out,False,False,,,,,,,,,,,,,,,469.0,0.201,128.0,27.29,85.0,18.12,0.848,0.296,31.18,11.75,19.66,31.41,21.53,23.1,,,,,,,,,,,,,,
745604,2024-03-29,2024,663586,R,554430,R,field_out,False,False,,,,,,,,,,,,,,,566.0,0.28,137.0,24.2,42.0,7.42,0.841,0.2199999999999999,27.71,13.25,15.53,28.77,27.7,18.53,,,,,,,,,,,,,,
745604,2024-03-29,2024,621566,L,554430,R,strikeout,True,False,,,,,,,,,,,,,,,540.0,0.294,115.0,21.3,90.0,16.67,1.061,0.351,27.51,12.57,12.32,24.89,25.66,14.92,,,,,,,,,,,,,,
745604,2024-03-29,2024,542303,R,554430,R,field_out,False,False,,,,,,,,,,,,,,,453.0,0.272,109.0,24.06,44.0,9.71,0.882,0.263,27.95,13.42,14.78,28.21,29.59,18.63,,,,,,,,,,,,,,
745604,2024-03-29,2024,607208,R,675911,R,field_out,False,False,,,,,,,,,,,,,,,485.0,0.282,109.0,22.47,29.0,5.98,0.8029999999999999,0.19,28.9,15.6,12.67,28.27,36.06,17.81,,,,,,,,,,,,,,
745604,2024-03-29,2024,547180,L,675911,R,walk,False,True,,,,,,,,,,,,,,,375.0,0.295,80.0,21.33,60.0,16.0,0.907,0.199,31.39,15.65,8.66,24.31,32.27,20.0,,,,,,,,,,,,,,
745604,2024-03-29,2024,592663,R,675911,R,strikeout,True,False,,,,,,,,,,,,,,,389.0,0.25,95.0,24.42,26.0,6.68,0.733,0.176,24.63,12.47,14.02,26.48,29.65,21.02,,,,,,,,,,,,,,
745604,2024-03-29,2024,664761,R,675911,R,strikeout,True,False,,,,,,,,,,,,,,,445.0,0.263,68.0,15.28,34.0,7.64,0.7010000000000001,0.1139999999999999,17.17,8.27,16.06,24.33,28.14,13.48,,,,,,,,,,,,,,
745604,2024-03-29,2024,671739,L,554430,R,strikeout,True,False,,,,,,,,,,,,,,,400.0,0.29,76.0,19.0,22.0,5.5,0.812,0.191,24.97,13.25,14.35,27.61,37.23,20.32,,,,,,,,,,,,,,
745604,2024-03-29,2024,669221,R,554430,R,field_error,False,False,,,,,,,,,,,,,,,337.0,0.245,77.0,22.85,37.0,10.98,0.832,0.2309999999999999,26.79,12.43,15.15,27.58,22.74,18.97,,,,,,,,,,,,,,
745604,2024-03-29,2024,606115,R,554430,R,single,False,False,,,,,,,,,,,,,,,421.0,0.255,78.0,18.53,23.0,5.46,0.6739999999999999,0.12,23.54,11.23,17.09,28.32,27.84,15.98,,,,,,,,,,,,,,
745604,2024-03-29,2024,672284,L,554430,R,force_out,False,False,,,,,,,,,,,,,,,324.0,0.251,105.0,32.41,34.0,10.49,0.738,0.1569999999999999,35.42,16.4,14.8,31.2,29.2,26.99,,,,,,,,,,,,,,
745604,2024-03-29,2024,660670,R,554430,R,field_out,False,False,,,,,,,,,,,,,,,587.0,0.343,64.0,10.9,61.0,10.39,1.024,0.2619999999999999,18.92,8.75,13.64,22.39,22.43,11.37,,,,,,,,,,,,,,
745604,2024-03-29,2024,681082,L,675911,R,single,False,False,,,,,,,,,,,,,,,474.0,0.28,76.0,16.03,26.0,5.49,0.753,0.1509999999999999,14.49,6.52,22.08,28.6,28.42,11.93,,,,,,,,,,,,,,
745604,2024-03-29,2024,592206,R,675911,R,strikeout,True,False,,,,,,,,,,,,,,,485.0,0.252,140.0,28.87,25.0,5.15,0.733,0.192,37.06,20.57,11.78,32.36,40.41,25.27,,,,,,,,,,,,,,
745604,2024-03-29,2024,669016,L,675911,R,home_run,False,False,,,,,,,,,,,,,,,363.0,0.292,101.0,27.82,47.0,12.95,0.864,0.185,25.19,10.97,17.37,28.35,25.74,21.31,,,,,,,,,,,,,,
745604,2024-03-29,2024,679032,R,675911,R,walk,False,True,,,,,,,,,,,,,,,100.0,0.281,23.0,23.0,4.0,4.0,0.76,0.1459999999999999,25.82,13.95,16.32,30.27,40.0,25.27,,,,,,,,,,,,,,
745604,2024-03-29,2024,656941,L,675911,R,strikeout,True,False,,,,,,,,,,,,,,,469.0,0.201,128.0,27.29,85.0,18.12,0.848,0.296,31.18,11.75,19.66,31.41,21.53,23.1,,,,,,,,,,,,,,
745604,2024-03-29,2024,607208,R,675911,R,field_out,False,False,,,,,,,,,,,,,,,485.0,0.282,109.0,22.47,29.0,5.98,0.8029999999999999,0.19,28.9,15.6,12.67,28.27,36.06,17.81,,,,,,,,,,,,,,
745604,2024-03-29,2024,645277,L,554430,R,field_out,False,False,,,,,,,,,,,,,,,528.0,0.25,89.0,16.86,42.0,7.95,0.8029999999999999,0.235,20.84,11.11,9.82,20.92,33.45,13.94,,,,,,,,,,,,,,
745604,2024-03-29,2024,663586,R,554430,R,strikeout,True,False,,,,,,,,,,,,,,,566.0,0.28,137.0,24.2,42.0,7.42,0.841,0.2199999999999999,27.71,13.25,15.53,28.77,27.7,18.53,,,,,,,,,,,,,,
745604,2024-03-29,2024,621566,L,554430,R,double,False,False,,,,,,,,,,,,,,,540.0,0.294,115.0,21.3,90.0,16.67,1.061,0.351,27.51,12.57,12.32,24.89,25.66,14.92,,,,,,,,,,,,,,
745604,2024-03-29,2024,542303,R,554430,R,strikeout,True,False,,,,,,,,,,,,,,,453.0,0.272,109.0,24.06,44.0,9.71,0.882,0.263,27.95,13.42,14.78,28.21,29.59,18.63,,,,,,,,,,,,,,
745604,2024-03-29,2024,547180,L,641729,R,strikeout,True,False,,,,,,,,,,,,,,,375.0,0.295,80.0,21.33,60.0,16.0,0.907,0.199,31.39,15.65,8.66,24.31,32.27,20.0,,,,,,,,,,,,,,
745604,2024-03-29,2024,592663,R,641729,R,field_out,False,False,,,,,,,,,,,,,,,389.0,0.25,95.0,24.42,26.0,6.68,0.733,0.176,24.63,12.47,14.02,26.48,29.65,21.02,,,,,,,,,,,,,,
745604,2024-03-29,2024,664761,R,641729,R,single,False,False,,,,,,,,,,,,,,,445.0,0.263,68.0,15.28,34.0,7.64,0.7010000000000001,0.1139999999999999,17.17,8.27,16.06,24.33,28.14,13.48,,,,,,,,,,,,,,
745604,2024-03-29,2024,681082,L,641729,R,field_out,False,False,,,,,,,,,,,,,,,474.0,0.28,76.0,16.03,26.0,5.49,0.753,0.1509999999999999,14.49,6.52,22.08,28.6,28.42,11.93,,,,,,,,,,,,,,
745604,2024-03-29,2024,671739,L,621381,L,single,False,False,,,,,,,,,,,,,,,139.0,0.301,25.0,17.99,3.0,2.16,0.797,0.165,22.64,11.79,19.84,31.63,41.0,16.23,,,,,,,,,,,,,,
745604,2024-03-29,2024,518595,R,621381,L,strikeout,True,False,,,,,,,,,,,,,,,66.0,0.263,17.0,25.76,9.0,13.64,0.7849999999999999,0.1579999999999999,33.33,16.36,10.91,27.27,23.57,19.1,,,,,,,,,,,,,,
745604,2024-03-29,2024,606115,R,621381,L,double,False,False,,,,,,,,,,,,,,,112.0,0.302,24.0,21.43,16.0,14.29,1.006,0.302,27.18,11.06,18.79,29.85,21.6,18.32,,,,,,,,,,,,,,
745604,2024-03-29,2024,594807,R,621381,L,double,False,False,,,,,,,,,,,,,,,93.0,0.244,34.0,36.56,4.0,4.3,0.757,0.2329999999999999,34.95,18.31,16.34,34.65,37.97,29.82,,,,,,,,,,,,,,
745604,2024-03-29,2024,660670,R,656546,R,walk,False,True,,,,,,,,,,,,,,,587.0,0.343,64.0,10.9,61.0,10.39,1.024,0.2619999999999999,18.92,8.75,13.64,22.39,22.43,11.37,,,,,,,,,,,,,,
745604,2024-03-29,2024,645277,L,656546,R,field_out,False,False,,,,,,,,,,,,,,,528.0,0.25,89.0,16.86,42.0,7.95,0.8029999999999999,0.235,20.84,11.11,9.82,20.92,33.45,13.94,,,,,,,,,,,,,,
745604,2024-03-29,2024,663586,R,656546,R,strikeout,True,False,,,,,,,,,,,,,,,566.0,0.28,137.0,24.2,42.0,7.42,0.841,0.2199999999999999,27.71,13.25,15.53,28.77,27.7,18.53,,,,,,,,,,,,,,
745604,2024-03-29,2024,592206,R,572955,R,strikeout,True,False,,,,,,,,,,,,,,,485.0,0.252,140.0,28.87,25.0,5.15,0.733,0.192,37.06,20.57,11.78,32.36,40.41,25.27,,,,,,,,,,,,,,
745604,2024-03-29,2024,669016,L,572955,R,strikeout,True,False,,,,,,,,,,,,,,,363.0,0.292,101.0,27.82,47.0,12.95,0.864,0.185,25.19,10.97,17.37,28.35,25.74,21.31,,,,,,,,,,,,,,
745604,2024-03-29,2024,679032,R,572955,R,field_out,False,False,,,,,,,,,,,,,,,100.0,0.281,23.0,23.0,4.0,4.0,0.76,0.1459999999999999,25.82,13.95,16.32,30.27,40.0,25.27,,,,,,,,,,,,,,
745604,2024-03-29,2024,621566,L,621237,L,double,False,False,,,,,,,,,,,,,,,182.0,0.252,52.0,28.57,14.0,7.69,0.7989999999999999,0.239,31.07,15.01,14.87,29.88,27.47,21.94,,,,,,,,,,,,,,
745604,2024-03-29,2024,542303,R,621237,L,field_out,False,False,,,,,,,,,,,,,,,139.0,0.278,25.0,17.99,13.0,9.35,0.98,0.357,22.56,11.13,13.17,24.3,30.63,15.53,,,,,,,,,,,,,,
745604,2024-03-29,2024,671739,L,621237,L,single,False,False,,,,,,,,,,,,,,,139.0,0.301,25.0,17.99,3.0,2.16,0.797,0.165,22.64,11.79,19.84,31.63,41.0,16.23,,,,,,,,,,,,,,
745604,2024-03-29,2024,518595,R,621237,L,walk,False,True,,,,,,,,,,,,,,,66.0,0.263,17.0,25.76,9.0,13.64,0.7849999999999999,0.1579999999999999,33.33,16.36,10.91,27.27,23.57,19.1,,,,,,,,,,,,,,
745604,2024-03-29,2024,606115,R,621237,L,strikeout,True,False,,,,,,,,,,,,,,,112.0,0.302,24.0,21.43,16.0,14.29,1.006,0.302,27.18,11.06,18.79,29.85,21.6,18.32,,,,,,,,,,,,,,
745604,2024-03-29,2024,594807,R,621237,L,walk,False,True,,,,,,,,,,,,,,,93.0,0.244,34.0,36.56,4.0,4.3,0.757,0.2329999999999999,34.95,18.31,16.34,34.65,37.97,29.82,,,,,,,,,,,,,,
745604,2024-03-29,2024,660670,R,621237,L,single,False,False,,,,,,,,,,,,,,,148.0,0.315,20.0,13.51,19.0,12.84,0.964,0.244,18.05,8.07,13.28,21.34,23.51,12.12,,,,,,,,,,,,,,
745604,2024-03-29,2024,645277,L,641401,R,walk,False,True,,,,,,,,,,,,,,,528.0,0.25,89.0,16.86,42.0,7.95,0.8029999999999999,0.235,20.84,11.11,9.82,20.92,33.45,13.94,,,,,,,,,,,,,,
745604,2024-03-29,2024,663586,R,641401,R,walk,False,True,,,,,,,,,,,,,,,566.0,0.28,137.0,24.2,42.0,7.42,0.841,0.2199999999999999,27.71,13.25,15.53,28.77,27.7,18.53,,,,,,,,,,,,,,
745604,2024-03-29,2024,621566,L,641401,R,double,False,False,,,,,,,,,,,,,,,540.0,0.294,115.0,21.3,90.0,16.67,1.061,0.351,27.51,12.57,12.32,24.89,25.66,14.92,,,,,,,,,,,,,,
745604,2024-03-29,2024,542303,R,641401,R,strikeout,True,False,,,,,,,,,,,,,,,453.0,0.272,109.0,24.06,44.0,9.71,0.882,0.263,27.95,13.42,14.78,28.21,29.59,18.63,,,,,,,,,,,,,,
745604,2024-03-29,2024,656941,L,621345,L,field_out,False,False,,,,,,,,,,,,,,,253.0,0.188,87.0,34.39,41.0,16.21,0.758,0.242,32.04,11.82,21.04,32.86,21.61,24.51,,,,,,,,,,,,,,
745604,2024-03-29,2024,607208,R,621345,L,strikeout,True,False,,,,,,,,,,,,,,,209.0,0.229,41.0,19.62,16.0,7.66,0.721,0.1969999999999999,31.2,15.84,12.09,27.93,33.41,17.98,,,,,,,,,,,,,,
745604,2024-03-29,2024,547180,L,621345,L,strikeout,True,False,,,,,,,,,,,,,,,171.0,0.289,39.0,22.81,20.0,11.7,0.884,0.221,38.61,20.03,9.85,29.89,35.59,22.41,,,,,,,,,,,,,,
745604,2024-03-29,2024,671739,L,628708,R,field_out,False,False,,,,,,,,,,,,,,,400.0,0.29,76.0,19.0,22.0,5.5,0.812,0.191,24.97,13.25,14.35,27.61,37.23,20.32,,,,,,,,,,,,,,
745604,2024-03-29,2024,518595,R,628708,R,strikeout,True,False,,,,,,,,,,,,,,,226.0,0.214,50.0,22.12,12.0,5.31,0.655,0.176,27.19,14.35,12.93,27.28,28.43,19.61,,,,,,,,,,,,,,
745604,2024-03-29,2024,606115,R,628708,R,double,False,False,,,,,,,,,,,,,,,421.0,0.255,78.0,18.53,23.0,5.46,0.6739999999999999,0.12,23.54,11.23,17.09,28.32,27.84,15.98,,,,,,,,,,,,,,
745604,2024-03-29,2024,594807,R,628708,R,field_out,False,False,,,,,,,,,,,,,,,260.0,0.248,76.0,29.23,18.0,6.92,0.863,0.303,29.41,13.69,18.97,32.66,32.68,27.44,,,,,,,,,,,,,,
745604,2024-03-29,2024,592663,R,607481,L,walk,False,True,,,,,,,,,,,,,,,151.0,0.255,43.0,28.48,9.0,5.96,0.8380000000000001,0.263,29.97,14.7,15.97,30.67,32.79,21.5,,,,,,,,,,,,,,
745604,2024-03-29,2024,664761,R,607481,L,force_out,False,False,,,,,,,,,,,,,,,167.0,0.303,26.0,15.57,8.0,4.79,0.929,0.291,20.3,10.86,12.97,23.82,35.24,14.21,,,,,,,,,,,,,,
745604,2024-03-29,2024,681082,L,607481,L,strikeout,True,False,,,,,,,,,,,,,,,167.0,0.282,24.0,14.37,13.0,7.78,0.73,0.101,17.59,7.8,22.11,29.91,32.56,10.39,,,,,,,,,,,,,,
745604,2024-03-29,2024,592206,R,607481,L,single,False,False,,,,,,,,,,,,,,,188.0,0.324,45.0,23.94,11.0,5.85,0.93,0.237,31.05,17.91,10.17,28.07,42.3,21.63,,,,,,,,,,,,,,
745604,2024-03-29,2024,669016,L,607481,L,strikeout,True,False,,,,,,,,,,,,,,,110.0,0.229,43.0,39.09,12.0,10.91,0.7170000000000001,0.167,36.21,13.64,24.46,38.1,25.0,31.62,,,,,,,,,,,,,,
745283,2024-03-29,2024,680776,L,622491,R,field_out,False,False,4.0,0.25,1.0,25.0,0.0,0.0,0.5,0.0,25.0,15.79,5.26,21.05,46.15,14.29,314.0,0.296,75.0,23.89,21.0,6.69,0.84,0.195,24.68,12.92,13.75,26.67,30.3,19.02,13.0,0.462,2.0,15.38,0.0,0.0,1.308,0.3839999999999999,13.04,6.52,19.57,26.09,30.77,15.38
745283,2024-03-29,2024,646240,L,622491,R,strikeout,True,False,5.0,0.4,1.0,20.0,0.0,0.0,1.6,0.7999999999999999,22.22,13.33,13.33,26.67,16.67,50.0,469.0,0.27,89.0,18.98,51.0,10.87,0.863,0.235,25.44,13.04,9.74,22.78,33.05,15.06,13.0,0.462,2.0,15.38,0.0,0.0,1.308,0.3839999999999999,13.04,6.52,19.57,26.09,30.77,15.38
745283,2024-03-29,2024,596115,R,622491,R,strikeout,True,False,5.0,0.25,1.0,20.0,1.0,20.0,0.65,0.0,22.22,8.7,13.04,21.74,15.38,20.0,130.0,0.197,43.0,33.08,7.0,5.38,0.5489999999999999,0.1059999999999999,32.53,16.17,15.97,32.14,30.4,29.25,11.0,0.0,3.0,27.27,2.0,18.18,0.2,0.0,16.67,6.67,17.78,24.44,22.73,25.0
745283,2024-03-29,2024,641487,L,678394,R,field_out,False,False,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.53,23.53,18.18,0.0,446.0,0.266,84.0,18.83,67.0,15.02,0.845,0.197,18.19,6.93,19.49,26.42,17.9,17.39,11.0,0.3,1.0,9.09,0.0,0.0,0.6639999999999999,0.0,28.57,12.77,12.77,25.53,24.14,8.33
745283,2024-03-29,2024,677594,R,678394,R,double,False,False,4.0,0.25,1.0,25.0,0.0,0.0,0.75,0.25,28.57,12.5,25.0,37.5,37.5,16.67,545.0,0.267,127.0,23.3,35.0,6.42,0.8109999999999999,0.2169999999999999,27.93,14.91,13.12,28.03,38.34,22.84,9.0,0.222,1.0,11.11,0.0,0.0,0.889,0.445,12.5,5.41,16.22,21.62,26.32,9.09
745283,2024-03-29,2024,593871,L,678394,R,single,False,False,4.0,0.333,1.0,25.0,0.0,0.0,0.833,0.0,57.14,28.57,21.43,50.0,33.33,20.0,253.0,0.233,70.0,27.67,33.0,13.04,0.775,0.209,25.05,11.12,16.17,27.29,26.25,21.21,11.0,0.3,1.0,9.09,0.0,0.0,0.6639999999999999,0.0,28.57,12.77,12.77,25.53,24.14,8.33
745283,2024-03-29,2024,641598,R,678394,R,grounded_into_double_play,False,False,4.0,0.25,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,20.0,20.0,14.29,0.0,262.0,0.25,70.0,26.72,25.0,9.54,0.845,0.267,25.84,10.63,19.22,29.85,18.71,21.21,9.0,0.222,1.0,11.11,0.0,0.0,0.889,0.445,12.5,5.41,16.22,21.62,26.32,9.09
745283,2024-03-29,2024,671213,L,622491,R,field_out,False,False,5.0,0.2,1.0,20.0,0.0,0.0,0.4,0.0,20.0,10.0,25.0,35.0,36.36,20.0,405.0,0.274,95.0,23.46,52.0,12.84,0.865,0.2229999999999999,26.79,11.7,15.25,26.94,20.98,21.74,13.0,0.462,2.0,15.38,0.0,0.0,1.308,0.3839999999999999,13.04,6.52,19.57,26.09,30.77,15.38
745283,2024-03-29,2024,641933,R,622491,R,walk,False,True,4.0,0.333,0.0,0.0,1.0,25.0,1.833,1.0,0.0,0.0,17.65,17.65,0.0,0.0,187.0,0.233,53.0,28.34,15.0,8.02,0.6839999999999999,0.157,29.39,13.29,17.12,30.41,25.99,26.5,11.0,0.0,3.0,27.27,2.0,18.18,0.2,0.0,16.67,6.67,17.78,24.44,22.73,25.0
745283,2024-03-29,2024,807799,L,622491,R,field_out,False,False,3.0,0.333,0.0,0.0,0.0,0.0,1.0,0.334,0.0,0.0,20.0,20.0,0.0,0.0,437.0,0.293,58.0,13.27,22.0,5.03,0.795,0.167,17.2,7.54,21.09,28.63,28.96,13.65,13.0,0.462,2.0,15.38,0.0,0.0,1.308,0.3839999999999999,13.04,6.52,19.57,26.09,30.77,15.38
745283,2024-03-29,2024,678882,R,622491,R,strikeout,True,False,3.0,0.0,1.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,18.18,18.18,33.33,33.33,62.0,0.263,20.0,32.26,3.0,4.84,0.6739999999999999,0.1049999999999999,27.08,15.6,11.2,26.8,42.11,22.22,11.0,0.0,3.0,27.27,2.0,18.18,0.2,0.0,16.67,6.67,17.78,24.44,22.73,25.0
745283,2024-03-29,2024,663728,L,678394,R,single,False,False,4.0,0.25,1.0,25.0,0.0,0.0,0.5,0.0,33.33,20.0,0.0,20.0,33.33,14.29,462.0,0.235,126.0,27.27,47.0,10.17,0.7909999999999999,0.241,29.58,14.2,14.09,28.29,30.53,21.36,11.0,0.3,1.0,9.09,0.0,0.0,0.6639999999999999,0.0,28.57,12.77,12.77,25.53,24.14,8.33
745283,2024-03-29,2024,571745,R,678394,R,field_out,False,False,4.0,0.667,0.0,0.0,1.0,25.0,2.417,1.0,0.0,0.0,15.38,15.38,33.33,0.0,161.0,0.189,48.0,29.81,10.0,6.21,0.599,0.1619999999999999,28.57,13.33,19.22,32.56,25.34,22.02,9.0,0.222,1.0,11.11,0.0,0.0,0.889,0.445,12.5,5.41,16.22,21.62,26.32,9.09
745283,2024-03-29,2024,686527,L,678394,R,strikeout,True,False,2.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,60.0,33.33,0.0,33.33,33.33,100.0,155.0,0.221,26.0,16.77,5.0,3.23,0.661,0.1879999999999999,24.65,13.73,16.86,30.59,41.27,21.85,11.0,0.3,1.0,9.09,0.0,0.0,0.6639999999999999,0.0,28.57,12.77,12.77,25.53,24.14,8.33
745283,2024-03-29,2024,664034,R,678394,R,strikeout,True,False,3.0,0.0,1.0,33.33,0.0,0.0,0.0,0.0,16.67,6.25,18.75,25.0,14.29,16.67,506.0,0.24,85.0,16.8,37.0,7.31,0.698,0.1169999999999999,22.16,11.42,13.69,25.11,32.3,15.51,9.0,0.222,1.0,11.11,0.0,0.0,0.889,0.445,12.5,5.41,16.22,21.62,26.32,9.09
745283,2024-03-29,2024,665839,L,622491,R,single,False,False,2.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,40.0,50.0,0.0,133.0,0.28,32.0,24.06,7.0,5.26,0.806,0.2079999999999999,23.05,10.04,20.07,30.11,28.72,21.48,13.0,0.462,2.0,15.38,0.0,0.0,1.308,0.3839999999999999,13.04,6.52,19.57,26.09,30.77,15.38
745283,2024-03-29,2024,657136,R,622491,R,field_out,False,False,4.0,0.333,1.0,25.0,0.0,0.0,0.666,0.0,28.57,20.0,10.0,30.0,50.0,33.33,296.0,0.262,94.0,31.76,13.0,4.39,0.734,0.1669999999999999,32.08,16.95,15.14,32.09,35.28,27.01,11.0,0.0,3.0,27.27,2.0,18.18,0.2,0.0,16.67,6.67,17.78,24.44,22.73,25.0
745283,2024-03-29,2024,680776,L,622491,R,strikeout,True,False,4.0,0.25,1.0,25.0,0.0,0.0,0.5,0.0,25.0,15.79,5.26,21.05,46.15,14.29,314.0,0.296,75.0,23.89,21.0,6.69,0.84,0.195,24.68,12.92,13.75,26.67,30.3,19.02,13.0,0.462,2.0,15.38,0.0,0.0,1.308,0.3839999999999999,13.04,6.52,19.57,26.09,30.77,15.38
