gid,date,year,batter,bSide,pitcher,pSide,result,isStrikeout,isWalk,bPA,bAVG,bK,bK%,bBB,bBB%,bOPS,bISO,bWhiff%,bSwStr%,bcStr%,bCSW%,bChase%,bPutaway%,pbPA,pbAVG,pbK,pbK%,pbBB,pbBB%,pbOPS,pbISO,pbWhiff%,pbSwStr%,pbcStr%,pbCSW%,pbChase%,pbPutaway%,pPA,pAVG,pK,pK%,pBB,pBB%,pOPS,pISO,pWhiff%,pSwStr%,pcStr%,pCSW%,pChase%,pPutaway%
746739,2024-03-31,2024,666181,L,663623,R,double,False,False,6.0,0.167,2.0,33.33,0.0,0.0,0.5,0.166,50.0,30.0,10.0,40.0,33.33,33.33,285.0,0.297,89.0,31.23,37.0,12.98,0.938,0.252,31.03,13.11,16.03,29.13,18.51,23.66,,,,,,,,,,,,,,
746739,2024-03-31,2024,687952,R,663623,R,strikeout,True,False,6.0,0.0,2.0,33.33,0.0,0.0,0.0,0.0,33.33,23.53,5.88,29.41,60.0,66.67,181.0,0.274,54.0,29.83,8.0,4.42,0.8440000000000001,0.244,29.71,15.8,13.82,29.62,36.66,22.5,,,,,,,,,,,,,,
746739,2024-03-31,2024,608336,L,607259,R,field_out,False,False,7.0,0.0,5.0,71.43,1.0,14.29,0.143,0.0,60.0,23.68,13.16,36.84,30.77,41.67,273.0,0.177,118.0,43.22,40.0,14.65,0.748,0.271,44.52,21.12,11.99,33.11,25.82,30.1,,,,,,,,,,,,,,
746739,2024-03-31,2024,660688,L,607259,R,field_out,False,False,7.0,0.667,0.0,0.0,0.0,0.0,1.881,0.5,0.0,0.0,11.11,11.11,16.67,0.0,403.0,0.249,48.0,11.91,25.0,6.2,0.712,0.1629999999999999,14.96,7.67,15.92,23.59,36.49,14.77,,,,,,,,,,,,,,
746739,2024-03-31,2024,592696,L,607259,R,strikeout,True,False,6.0,0.167,1.0,16.67,0.0,0.0,0.8340000000000001,0.5,26.67,15.38,11.54,26.92,46.67,9.09,449.0,0.258,104.0,23.16,29.0,6.46,0.762,0.199,29.98,17.01,12.43,29.45,43.87,20.59,,,,,,,,,,,,,,
746739,2024-03-31,2024,600869,L,663623,R,field_out,False,False,6.0,0.0,3.0,50.0,1.0,16.67,0.167,0.0,63.64,30.43,13.04,43.48,40.0,42.86,415.0,0.251,91.0,21.93,38.0,9.16,0.812,0.2279999999999999,25.42,11.83,16.22,28.05,27.64,18.71,,,,,,,,,,,,,,
746739,2024-03-31,2024,641584,L,663623,R,single,False,False,3.0,0.667,0.0,0.0,0.0,0.0,1.667,0.3329999999999999,20.0,9.09,9.09,18.18,28.57,0.0,339.0,0.268,66.0,19.47,34.0,10.03,0.815,0.199,24.78,12.84,11.52,24.36,30.55,18.38,,,,,,,,,,,,,,
746739,2024-03-31,2024,682829,L,663623,R,triple,False,False,5.0,0.25,3.0,60.0,1.0,20.0,0.65,0.0,41.67,18.52,14.81,33.33,31.25,30.0,307.0,0.255,95.0,30.94,30.0,9.77,0.7989999999999999,0.2159999999999999,26.69,11.86,17.47,29.33,31.27,25.07,,,,,,,,,,,,,,
746739,2024-03-31,2024,668715,R,663623,R,single,False,False,5.0,0.5,0.0,0.0,0.0,0.0,1.35,0.25,12.5,5.56,11.11,16.67,10.0,0.0,487.0,0.256,106.0,21.77,51.0,10.47,0.7789999999999999,0.175,25.48,10.86,19.02,29.88,22.75,18.53,,,,,,,,,,,,,,
746739,2024-03-31,2024,605361,L,663623,R,single,False,False,5.0,0.6,0.0,0.0,0.0,0.0,2.6,1.4,20.0,11.76,17.65,29.41,33.33,0.0,67.0,0.262,11.0,16.42,4.0,5.97,0.951,0.361,16.8,7.78,18.52,26.3,24.19,11.46,,,,,,,,,,,,,,
746739,2024-03-31,2024,663886,R,663623,R,field_out,False,False,5.0,0.2,1.0,20.0,0.0,0.0,0.4,0.0,33.33,20.0,20.0,40.0,50.0,100.0,378.0,0.228,105.0,27.78,34.0,8.99,0.657,0.1239999999999999,29.78,12.81,19.96,32.77,26.19,24.59,,,,,,,,,,,,,,
746739,2024-03-31,2024,671277,L,607259,R,single,False,False,5.0,0.2,1.0,20.0,0.0,0.0,0.6000000000000001,0.2,23.08,14.29,4.76,19.05,36.36,14.29,355.0,0.268,44.0,12.39,23.0,6.48,0.6950000000000001,0.1129999999999999,17.54,8.86,13.52,22.38,31.84,12.54,,,,,,,,,,,,,,
746739,2024-03-31,2024,702358,R,607259,R,single,False,False,4.0,0.25,1.0,25.0,0.0,0.0,0.5,0.0,54.55,37.5,0.0,37.5,58.33,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746739,2024-03-31,2024,682928,L,607259,R,sac_bunt,False,False,8.0,0.2,2.0,25.0,3.0,37.5,1.1,0.3999999999999999,20.0,7.69,10.26,17.95,22.73,15.38,446.0,0.274,78.0,17.49,24.0,5.38,0.786,0.19,21.76,11.82,12.69,24.5,35.86,16.63,,,,,,,,,,,,,,
746739,2024-03-31,2024,657041,R,607259,R,single,False,False,8.0,0.0,4.0,50.0,1.0,12.5,0.125,0.0,46.67,19.44,22.22,41.67,27.27,40.0,490.0,0.242,143.0,29.18,23.0,4.69,0.719,0.185,26.09,11.34,20.58,31.92,28.6,24.48,,,,,,,,,,,,,,
746739,2024-03-31,2024,608385,L,607259,R,walk,False,True,8.0,0.429,3.0,37.5,1.0,12.5,0.929,0.0,40.0,16.22,16.22,32.43,35.0,50.0,184.0,0.2,46.0,25.0,24.0,13.04,0.5660000000000001,0.0449999999999999,25.91,11.04,17.01,28.05,20.4,17.9,,,,,,,,,,,,,,
746739,2024-03-31,2024,608841,R,607259,R,strikeout,True,False,8.0,0.571,1.0,12.5,0.0,0.0,1.214,0.143,25.0,14.81,11.11,25.93,38.46,14.29,471.0,0.268,97.0,20.59,28.0,5.94,0.7030000000000001,0.12,23.85,11.18,18.94,30.12,30.48,17.38,,,,,,,,,,,,,,
746739,2024-03-31,2024,608336,L,607259,R,field_out,False,False,7.0,0.0,5.0,71.43,1.0,14.29,0.143,0.0,60.0,23.68,13.16,36.84,30.77,41.67,273.0,0.177,118.0,43.22,40.0,14.65,0.748,0.271,44.52,21.12,11.99,33.11,25.82,30.1,,,,,,,,,,,,,,
746739,2024-03-31,2024,663697,R,663623,R,field_out,False,False,7.0,0.5,0.0,0.0,1.0,14.29,1.071,0.0,0.0,0.0,30.0,30.0,14.29,0.0,397.0,0.257,73.0,18.39,37.0,9.32,0.7809999999999999,0.175,21.3,8.18,21.42,29.59,19.53,15.19,,,,,,,,,,,,,,
746739,2024-03-31,2024,666181,L,663623,R,single,False,False,6.0,0.167,2.0,33.33,0.0,0.0,0.5,0.166,50.0,30.0,10.0,40.0,33.33,33.33,285.0,0.297,89.0,31.23,37.0,12.98,0.938,0.252,31.03,13.11,16.03,29.13,18.51,23.66,,,,,,,,,,,,,,
746739,2024-03-31,2024,687952,R,663623,R,grounded_into_double_play,False,False,6.0,0.0,2.0,33.33,0.0,0.0,0.0,0.0,33.33,23.53,5.88,29.41,60.0,66.67,181.0,0.274,54.0,29.83,8.0,4.42,0.8440000000000001,0.244,29.71,15.8,13.82,29.62,36.66,22.5,,,,,,,,,,,,,,
746739,2024-03-31,2024,660688,L,641941,R,field_out,False,False,7.0,0.667,0.0,0.0,0.0,0.0,1.881,0.5,0.0,0.0,11.11,11.11,16.67,0.0,403.0,0.249,48.0,11.91,25.0,6.2,0.712,0.1629999999999999,14.96,7.67,15.92,23.59,36.49,14.77,4.0,0.25,1.0,25.0,0.0,0.0,1.25,0.75,27.27,15.79,10.53,26.32,25.0,9.09
746739,2024-03-31,2024,592696,L,641941,R,strikeout,True,False,6.0,0.167,1.0,16.67,0.0,0.0,0.8340000000000001,0.5,26.67,15.38,11.54,26.92,46.67,9.09,449.0,0.258,104.0,23.16,29.0,6.46,0.762,0.199,29.98,17.01,12.43,29.45,43.87,20.59,4.0,0.25,1.0,25.0,0.0,0.0,1.25,0.75,27.27,15.79,10.53,26.32,25.0,9.09
746739,2024-03-31,2024,671277,L,641941,R,strikeout,True,False,5.0,0.2,1.0,20.0,0.0,0.0,0.6000000000000001,0.2,23.08,14.29,4.76,19.05,36.36,14.29,355.0,0.268,44.0,12.39,23.0,6.48,0.6950000000000001,0.1129999999999999,17.54,8.86,13.52,22.38,31.84,12.54,4.0,0.25,1.0,25.0,0.0,0.0,1.25,0.75,27.27,15.79,10.53,26.32,25.0,9.09
746739,2024-03-31,2024,600869,R,676395,L,strikeout,True,False,2.0,0.5,1.0,50.0,0.0,0.0,2.5,1.5,50.0,22.22,11.11,33.33,20.0,33.33,161.0,0.254,36.0,22.36,15.0,9.32,0.793,0.197,21.45,10.5,14.2,24.7,29.83,16.29,2.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,33.33,22.22,11.11,33.33,50.0,50.0
746739,2024-03-31,2024,641584,L,676395,L,single,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,100.0,,41.0,0.147,5.0,12.2,3.0,7.32,0.503,0.088,17.39,8.7,15.22,23.91,26.56,15.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,100.0,
746739,2024-03-31,2024,682829,R,676395,L,force_out,False,False,3.0,0.333,1.0,33.33,0.0,0.0,0.666,0.0,28.57,20.0,0.0,20.0,40.0,33.33,122.0,0.184,49.0,40.16,5.0,4.1,0.494,0.079,37.56,17.7,19.4,37.1,38.0,33.33,2.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,33.33,22.22,11.11,33.33,50.0,50.0
746739,2024-03-31,2024,668715,R,676395,L,single,False,False,3.0,0.0,1.0,33.33,0.0,0.0,0.0,0.0,28.57,15.38,15.38,30.77,20.0,25.0,180.0,0.312,33.0,18.33,17.0,9.44,0.928,0.238,20.88,9.77,17.74,27.51,26.97,14.47,2.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,33.33,22.22,11.11,33.33,50.0,50.0
746739,2024-03-31,2024,605361,L,676395,L,field_out,False,False,,,,,,,,,,,,,,,12.0,0.273,4.0,33.33,1.0,8.33,0.6970000000000001,0.0909999999999999,25.0,13.64,11.36,25.0,33.33,26.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,100.0,
746739,2024-03-31,2024,702358,R,571656,R,home_run,False,False,4.0,0.25,1.0,25.0,0.0,0.0,0.5,0.0,54.55,37.5,0.0,37.5,58.33,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746739,2024-03-31,2024,682928,L,571656,R,field_out,False,False,8.0,0.2,2.0,25.0,3.0,37.5,1.1,0.3999999999999999,20.0,7.69,10.26,17.95,22.73,15.38,446.0,0.274,78.0,17.49,24.0,5.38,0.786,0.19,21.76,11.82,12.69,24.5,35.86,16.63,,,,,,,,,,,,,,
746739,2024-03-31,2024,657041,R,571656,R,field_out,False,False,8.0,0.0,4.0,50.0,1.0,12.5,0.125,0.0,46.67,19.44,22.22,41.67,27.27,40.0,490.0,0.242,143.0,29.18,23.0,4.69,0.719,0.185,26.09,11.34,20.58,31.92,28.6,24.48,,,,,,,,,,,,,,
746739,2024-03-31,2024,608385,L,571656,R,double,False,False,8.0,0.429,3.0,37.5,1.0,12.5,0.929,0.0,40.0,16.22,16.22,32.43,35.0,50.0,184.0,0.2,46.0,25.0,24.0,13.04,0.5660000000000001,0.0449999999999999,25.91,11.04,17.01,28.05,20.4,17.9,,,,,,,,,,,,,,
746739,2024-03-31,2024,608841,R,571656,R,hit_by_pitch,False,False,8.0,0.571,1.0,12.5,0.0,0.0,1.214,0.143,25.0,14.81,11.11,25.93,38.46,14.29,471.0,0.268,97.0,20.59,28.0,5.94,0.7030000000000001,0.12,23.85,11.18,18.94,30.12,30.48,17.38,,,,,,,,,,,,,,
746739,2024-03-31,2024,608336,L,571656,R,walk,False,True,7.0,0.0,5.0,71.43,1.0,14.29,0.143,0.0,60.0,23.68,13.16,36.84,30.77,41.67,273.0,0.177,118.0,43.22,40.0,14.65,0.748,0.271,44.52,21.12,11.99,33.11,25.82,30.1,,,,,,,,,,,,,,
746739,2024-03-31,2024,660688,L,571656,R,strikeout,True,False,7.0,0.667,0.0,0.0,0.0,0.0,1.881,0.5,0.0,0.0,11.11,11.11,16.67,0.0,403.0,0.249,48.0,11.91,25.0,6.2,0.712,0.1629999999999999,14.96,7.67,15.92,23.59,36.49,14.77,,,,,,,,,,,,,,
746739,2024-03-31,2024,663886,R,571670,R,single,False,False,5.0,0.2,1.0,20.0,0.0,0.0,0.4,0.0,33.33,20.0,20.0,40.0,50.0,100.0,378.0,0.228,105.0,27.78,34.0,8.99,0.657,0.1239999999999999,29.78,12.81,19.96,32.77,26.19,24.59,2.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,25.0,50.0,
746739,2024-03-31,2024,663697,R,571670,R,walk,False,True,7.0,0.5,0.0,0.0,1.0,14.29,1.071,0.0,0.0,0.0,30.0,30.0,14.29,0.0,397.0,0.257,73.0,18.39,37.0,9.32,0.7809999999999999,0.175,21.3,8.18,21.42,29.59,19.53,15.19,2.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,25.0,50.0,
746739,2024-03-31,2024,666181,L,571670,R,strikeout,True,False,6.0,0.167,2.0,33.33,0.0,0.0,0.5,0.166,50.0,30.0,10.0,40.0,33.33,33.33,285.0,0.297,89.0,31.23,37.0,12.98,0.938,0.252,31.03,13.11,16.03,29.13,18.51,23.66,2.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,75.0,37.5,12.5,50.0,40.0,33.33
746739,2024-03-31,2024,687952,R,571670,R,grounded_into_double_play,False,False,6.0,0.0,2.0,33.33,0.0,0.0,0.0,0.0,33.33,23.53,5.88,29.41,60.0,66.67,181.0,0.274,54.0,29.83,8.0,4.42,0.8440000000000001,0.244,29.71,15.8,13.82,29.62,36.66,22.5,2.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,25.0,50.0,
746739,2024-03-31,2024,592696,L,622088,R,double,False,False,6.0,0.167,1.0,16.67,0.0,0.0,0.8340000000000001,0.5,26.67,15.38,11.54,26.92,46.67,9.09,449.0,0.258,104.0,23.16,29.0,6.46,0.762,0.199,29.98,17.01,12.43,29.45,43.87,20.59,,,,,,,,,,,,,,
746739,2024-03-31,2024,671277,L,622088,R,walk,False,True,5.0,0.2,1.0,20.0,0.0,0.0,0.6000000000000001,0.2,23.08,14.29,4.76,19.05,36.36,14.29,355.0,0.268,44.0,12.39,23.0,6.48,0.6950000000000001,0.1129999999999999,17.54,8.86,13.52,22.38,31.84,12.54,,,,,,,,,,,,,,
746739,2024-03-31,2024,702358,R,622088,R,walk,False,True,4.0,0.25,1.0,25.0,0.0,0.0,0.5,0.0,54.55,37.5,0.0,37.5,58.33,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746739,2024-03-31,2024,682928,L,518585,R,strikeout,True,False,8.0,0.2,2.0,25.0,3.0,37.5,1.1,0.3999999999999999,20.0,7.69,10.26,17.95,22.73,15.38,446.0,0.274,78.0,17.49,24.0,5.38,0.786,0.19,21.76,11.82,12.69,24.5,35.86,16.63,2.0,0.5,1.0,50.0,0.0,0.0,2.0,1.0,50.0,12.5,25.0,37.5,20.0,100.0
746739,2024-03-31,2024,657041,R,518585,R,sac_fly,False,False,8.0,0.0,4.0,50.0,1.0,12.5,0.125,0.0,46.67,19.44,22.22,41.67,27.27,40.0,490.0,0.242,143.0,29.18,23.0,4.69,0.719,0.185,26.09,11.34,20.58,31.92,28.6,24.48,3.0,0.0,3.0,100.0,0.0,0.0,0.0,0.0,77.78,58.33,8.33,66.67,70.0,60.0
746739,2024-03-31,2024,608385,L,518585,R,field_out,False,False,8.0,0.429,3.0,37.5,1.0,12.5,0.929,0.0,40.0,16.22,16.22,32.43,35.0,50.0,184.0,0.2,46.0,25.0,24.0,13.04,0.5660000000000001,0.0449999999999999,25.91,11.04,17.01,28.05,20.4,17.9,2.0,0.5,1.0,50.0,0.0,0.0,2.0,1.0,50.0,12.5,25.0,37.5,20.0,100.0
746739,2024-03-31,2024,600869,L,640451,R,double,False,False,6.0,0.0,3.0,50.0,1.0,16.67,0.167,0.0,63.64,30.43,13.04,43.48,40.0,42.86,415.0,0.251,91.0,21.93,38.0,9.16,0.812,0.2279999999999999,25.42,11.83,16.22,28.05,27.64,18.71,3.0,0.5,1.0,33.33,1.0,33.33,1.667,0.5,28.57,15.38,15.38,30.77,33.33,25.0
746739,2024-03-31,2024,641584,L,640451,R,field_out,False,False,3.0,0.667,0.0,0.0,0.0,0.0,1.667,0.3329999999999999,20.0,9.09,9.09,18.18,28.57,0.0,339.0,0.268,66.0,19.47,34.0,10.03,0.815,0.199,24.78,12.84,11.52,24.36,30.55,18.38,3.0,0.5,1.0,33.33,1.0,33.33,1.667,0.5,28.57,15.38,15.38,30.77,33.33,25.0
746739,2024-03-31,2024,682829,L,640451,R,strikeout,True,False,5.0,0.25,3.0,60.0,1.0,20.0,0.65,0.0,41.67,18.52,14.81,33.33,31.25,30.0,307.0,0.255,95.0,30.94,30.0,9.77,0.7989999999999999,0.2159999999999999,26.69,11.86,17.47,29.33,31.27,25.07,3.0,0.5,1.0,33.33,1.0,33.33,1.667,0.5,28.57,15.38,15.38,30.77,33.33,25.0
746739,2024-03-31,2024,668715,R,640451,R,field_out,False,False,5.0,0.5,0.0,0.0,0.0,0.0,1.35,0.25,12.5,5.56,11.11,16.67,10.0,0.0,487.0,0.256,106.0,21.77,51.0,10.47,0.7789999999999999,0.175,25.48,10.86,19.02,29.88,22.75,18.53,3.0,0.333,0.0,0.0,0.0,0.0,0.666,0.0,20.0,11.11,11.11,22.22,25.0,
746739,2024-03-31,2024,608841,R,608371,R,field_out,False,False,8.0,0.571,1.0,12.5,0.0,0.0,1.214,0.143,25.0,14.81,11.11,25.93,38.46,14.29,471.0,0.268,97.0,20.59,28.0,5.94,0.7030000000000001,0.12,23.85,11.18,18.94,30.12,30.48,17.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,33.33,0.0,33.33,50.0,0.0
746739,2024-03-31,2024,608336,L,608371,R,field_out,False,False,7.0,0.0,5.0,71.43,1.0,14.29,0.143,0.0,60.0,23.68,13.16,36.84,30.77,41.67,273.0,0.177,118.0,43.22,40.0,14.65,0.748,0.271,44.52,21.12,11.99,33.11,25.82,30.1,4.0,0.5,1.0,25.0,0.0,0.0,2.0,1.0,22.22,12.5,0.0,12.5,40.0,33.33
746739,2024-03-31,2024,660688,L,608371,R,field_out,False,False,7.0,0.667,0.0,0.0,0.0,0.0,1.881,0.5,0.0,0.0,11.11,11.11,16.67,0.0,403.0,0.249,48.0,11.91,25.0,6.2,0.712,0.1629999999999999,14.96,7.67,15.92,23.59,36.49,14.77,4.0,0.5,1.0,25.0,0.0,0.0,2.0,1.0,22.22,12.5,0.0,12.5,40.0,33.33
746739,2024-03-31,2024,605361,L,640448,R,field_out,False,False,5.0,0.6,0.0,0.0,0.0,0.0,2.6,1.4,20.0,11.76,17.65,29.41,33.33,0.0,67.0,0.262,11.0,16.42,4.0,5.97,0.951,0.361,16.8,7.78,18.52,26.3,24.19,11.46,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,50.0,33.33,33.33,66.67,100.0,100.0
746739,2024-03-31,2024,571912,R,640448,R,field_out,False,False,2.0,0.0,1.0,50.0,1.0,50.0,0.5,0.0,22.22,14.29,7.14,21.43,44.44,11.11,141.0,0.224,35.0,24.82,10.0,7.09,0.675,0.144,25.1,11.19,19.96,31.16,24.62,23.65,3.0,0.0,0.0,0.0,1.0,33.33,0.333,0.0,11.11,7.69,0.0,7.69,42.86,0.0
746739,2024-03-31,2024,663697,R,640448,R,double,False,False,7.0,0.5,0.0,0.0,1.0,14.29,1.071,0.0,0.0,0.0,30.0,30.0,14.29,0.0,397.0,0.257,73.0,18.39,37.0,9.32,0.7809999999999999,0.175,21.3,8.18,21.42,29.59,19.53,15.19,3.0,0.0,0.0,0.0,1.0,33.33,0.333,0.0,11.11,7.69,0.0,7.69,42.86,0.0
746739,2024-03-31,2024,666181,L,640448,R,home_run,False,False,6.0,0.167,2.0,33.33,0.0,0.0,0.5,0.166,50.0,30.0,10.0,40.0,33.33,33.33,285.0,0.297,89.0,31.23,37.0,12.98,0.938,0.252,31.03,13.11,16.03,29.13,18.51,23.66,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,50.0,33.33,33.33,66.67,100.0,100.0
746739,2024-03-31,2024,687952,R,640448,R,home_run,False,False,6.0,0.0,2.0,33.33,0.0,0.0,0.0,0.0,33.33,23.53,5.88,29.41,60.0,66.67,181.0,0.274,54.0,29.83,8.0,4.42,0.8440000000000001,0.244,29.71,15.8,13.82,29.62,36.66,22.5,3.0,0.0,0.0,0.0,1.0,33.33,0.333,0.0,11.11,7.69,0.0,7.69,42.86,0.0
745602,2024-03-31,2024,660670,R,624133,L,walk,False,True,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,148.0,0.315,20.0,13.51,19.0,12.84,0.964,0.244,18.05,8.07,13.28,21.34,23.51,12.12,,,,,,,,,,,,,,
745602,2024-03-31,2024,645277,R,624133,L,home_run,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,133.0,0.391,18.0,13.53,4.0,3.01,1.023,0.2259999999999999,19.5,11.51,10.25,21.76,42.91,12.77,,,,,,,,,,,,,,
745602,2024-03-31,2024,663586,R,624133,L,strikeout,True,False,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,,149.0,0.289,35.0,23.49,17.0,11.41,0.94,0.289,28.03,13.64,12.46,26.09,26.11,18.72,,,,,,,,,,,,,,
745602,2024-03-31,2024,621566,L,624133,L,strikeout,True,False,2.0,0.5,0.0,0.0,0.0,0.0,1.5,0.5,0.0,0.0,11.11,11.11,0.0,0.0,182.0,0.252,52.0,28.57,14.0,7.69,0.7989999999999999,0.239,31.07,15.01,14.87,29.88,27.47,21.94,,,,,,,,,,,,,,
745602,2024-03-31,2024,542303,R,624133,L,field_out,False,False,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,139.0,0.278,25.0,17.99,13.0,9.35,0.98,0.357,22.56,11.13,13.17,24.3,30.63,15.53,,,,,,,,,,,,,,
745602,2024-03-31,2024,656941,L,519242,L,home_run,False,False,4.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,15.38,15.38,20.0,0.0,253.0,0.188,87.0,34.39,41.0,16.21,0.758,0.242,32.04,11.82,21.04,32.86,21.61,24.51,,,,,,,,,,,,,,
745602,2024-03-31,2024,607208,R,519242,L,strikeout,True,False,4.0,0.333,2.0,50.0,1.0,25.0,0.833,0.0,40.0,20.0,20.0,40.0,33.33,22.22,209.0,0.229,41.0,19.62,16.0,7.66,0.721,0.1969999999999999,31.2,15.84,12.09,27.93,33.41,17.98,,,,,,,,,,,,,,
745602,2024-03-31,2024,664761,R,519242,L,field_out,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,10.0,10.0,20.0,40.0,0.0,167.0,0.303,26.0,15.57,8.0,4.79,0.929,0.291,20.3,10.86,12.97,23.82,35.24,14.21,,,,,,,,,,,,,,
745602,2024-03-31,2024,592663,R,519242,L,field_out,False,False,4.0,0.5,1.0,25.0,2.0,50.0,1.25,0.0,33.33,11.11,22.22,33.33,12.5,20.0,151.0,0.255,43.0,28.48,9.0,5.96,0.8380000000000001,0.263,29.97,14.7,15.97,30.67,32.79,21.5,,,,,,,,,,,,,,
745602,2024-03-31,2024,594807,R,624133,L,field_out,False,False,2.0,1.0,0.0,0.0,1.0,50.0,3.0,1.0,0.0,0.0,25.0,25.0,0.0,0.0,93.0,0.244,34.0,36.56,4.0,4.3,0.757,0.2329999999999999,34.95,18.31,16.34,34.65,37.97,29.82,,,,,,,,,,,,,,
745602,2024-03-31,2024,671739,L,624133,L,strikeout,True,False,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,139.0,0.301,25.0,17.99,3.0,2.16,0.797,0.165,22.64,11.79,19.84,31.63,41.0,16.23,,,,,,,,,,,,,,
745602,2024-03-31,2024,606115,R,624133,L,field_out,False,False,2.0,0.5,1.0,50.0,0.0,0.0,1.5,0.5,14.29,9.09,9.09,18.18,66.67,16.67,112.0,0.302,24.0,21.43,16.0,14.29,1.006,0.302,27.18,11.06,18.79,29.85,21.6,18.32,,,,,,,,,,,,,,
745602,2024-03-31,2024,592206,R,519242,L,walk,False,True,3.0,0.5,0.0,0.0,1.0,33.33,1.167,0.0,57.14,26.67,6.67,33.33,33.33,0.0,188.0,0.324,45.0,23.94,11.0,5.85,0.93,0.237,31.05,17.91,10.17,28.07,42.3,21.63,,,,,,,,,,,,,,
745602,2024-03-31,2024,593160,R,519242,L,single,False,False,,,,,,,,,,,,,,,147.0,0.259,21.0,14.29,9.0,6.12,0.692,0.134,17.44,9.06,13.12,22.18,31.02,14.19,,,,,,,,,,,,,,
745602,2024-03-31,2024,624641,R,519242,L,field_out,False,False,,,,,,,,,,,,,,,124.0,0.267,33.0,26.61,3.0,2.42,0.792,0.2159999999999999,27.7,16.7,13.23,29.93,44.69,21.29,,,,,,,,,,,,,,
745602,2024-03-31,2024,665506,R,519242,L,strikeout,True,False,,,,,,,,,,,,,,,57.0,0.314,13.0,22.81,5.0,8.77,0.924,0.235,32.38,15.45,14.09,29.55,25.93,19.4,,,,,,,,,,,,,,
745602,2024-03-31,2024,679032,R,519242,L,strikeout,True,False,,,,,,,,,,,,,,,65.0,0.333,19.0,29.23,1.0,1.54,0.788,0.0999999999999999,26.02,14.29,18.75,33.04,41.07,27.14,,,,,,,,,,,,,,
745602,2024-03-31,2024,644433,R,624133,L,strikeout,True,False,,,,,,,,,,,,,,,3.0,0.0,1.0,33.33,0.0,0.0,0.0,0.0,20.0,11.11,33.33,44.44,66.67,33.33,,,,,,,,,,,,,,
745602,2024-03-31,2024,660670,R,624133,L,strikeout,True,False,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,148.0,0.315,20.0,13.51,19.0,12.84,0.964,0.244,18.05,8.07,13.28,21.34,23.51,12.12,,,,,,,,,,,,,,
745602,2024-03-31,2024,645277,R,624133,L,field_out,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,133.0,0.391,18.0,13.53,4.0,3.01,1.023,0.2259999999999999,19.5,11.51,10.25,21.76,42.91,12.77,,,,,,,,,,,,,,
745602,2024-03-31,2024,656941,L,519242,L,strikeout,True,False,4.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,15.38,15.38,20.0,0.0,253.0,0.188,87.0,34.39,41.0,16.21,0.758,0.242,32.04,11.82,21.04,32.86,21.61,24.51,,,,,,,,,,,,,,
745602,2024-03-31,2024,607208,R,519242,L,field_out,False,False,4.0,0.333,2.0,50.0,1.0,25.0,0.833,0.0,40.0,20.0,20.0,40.0,33.33,22.22,209.0,0.229,41.0,19.62,16.0,7.66,0.721,0.1969999999999999,31.2,15.84,12.09,27.93,33.41,17.98,,,,,,,,,,,,,,
745602,2024-03-31,2024,664761,R,519242,L,strikeout,True,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,10.0,10.0,20.0,40.0,0.0,167.0,0.303,26.0,15.57,8.0,4.79,0.929,0.291,20.3,10.86,12.97,23.82,35.24,14.21,,,,,,,,,,,,,,
