mlbid,PA,AB,pitches,AVG,K,K%,BB,BB%,obp,SLG,OPS,ISO,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway%
622491,431,388,1763,0.229,117,27.15,36,8.35,0.295,0.446,0.741,0.217,918,282,30.72,16.0,244,13.84,29.84,29.45,19.4
675911,403,355,1709,0.211,141,34.99,44,10.92,0.305,0.352,0.657,0.141,860,302,35.12,17.67,251,14.69,32.36,30.9,24.74
656605,430,387,1681,0.253,115,26.74,37,8.6,0.321,0.455,0.776,0.202,821,203,24.73,12.08,288,17.13,29.21,25.7,21.9
670912,419,360,1631,0.244,91,21.72,51,12.17,0.341,0.436,0.777,0.192,730,196,26.85,12.02,253,15.51,27.53,23.01,19.87
657277,429,412,1626,0.228,104,24.24,15,3.5,0.259,0.337,0.5960000000000001,0.10900000000000001,764,162,21.2,9.96,326,20.05,30.01,31.36,21.62
605135,403,359,1591,0.265,97,24.07,36,8.93,0.337,0.504,0.841,0.239,738,168,22.76,10.56,284,17.85,28.41,24.8,20.13
656302,398,358,1587,0.268,91,22.86,30,7.54,0.336,0.461,0.797,0.193,747,202,27.04,12.73,242,15.25,27.98,28.21,19.36
554430,414,379,1587,0.261,90,21.74,25,6.04,0.31,0.412,0.722,0.15099999999999997,830,215,25.9,13.55,208,13.11,26.65,30.26,18.82
458681,401,359,1566,0.29,80,19.95,39,9.73,0.36,0.549,0.909,0.25900000000000006,765,202,26.41,12.9,207,13.22,26.12,27.13,16.13
543037,385,351,1566,0.202,106,27.53,26,6.75,0.262,0.333,0.595,0.131,755,196,25.96,12.52,265,16.92,29.44,27.48,20.27
621244,407,371,1559,0.261,97,23.83,31,7.62,0.323,0.45,0.773,0.189,703,190,27.03,12.19,275,17.64,29.83,27.76,22.0
663903,414,369,1551,0.263,82,19.81,35,8.45,0.337,0.444,0.781,0.181,702,160,22.79,10.32,270,17.41,27.72,25.13,21.37
669203,388,342,1551,0.17,112,28.87,40,10.31,0.258,0.257,0.515,0.087,684,204,29.82,13.15,280,18.05,31.21,30.03,25.51
668678,411,381,1549,0.244,106,25.79,26,6.33,0.294,0.404,0.698,0.16000000000000003,698,199,28.51,12.85,279,18.01,30.86,30.06,22.98
502043,402,367,1513,0.292,73,18.16,26,6.47,0.338,0.48,0.8180000000000001,0.188,684,145,21.2,9.58,246,16.26,25.84,26.03,18.09
664299,372,330,1511,0.273,69,18.55,35,9.41,0.345,0.47,0.815,0.19699999999999995,700,147,21.0,9.73,239,15.82,25.55,27.82,15.72
641154,407,373,1505,0.271,104,25.55,27,6.63,0.328,0.426,0.754,0.15499999999999997,761,211,27.73,14.02,245,16.28,30.3,33.55,23.21
571945,409,383,1496,0.285,62,15.16,16,3.91,0.313,0.488,0.8009999999999999,0.203,756,118,15.61,7.89,264,17.65,25.53,27.79,14.49
642547,362,325,1487,0.215,95,26.24,35,9.67,0.294,0.375,0.669,0.16,716,218,30.45,14.66,217,14.59,29.25,27.92,19.08
592836,376,328,1477,0.226,75,19.95,40,10.64,0.314,0.402,0.716,0.17600000000000002,640,150,23.44,10.16,239,16.18,26.34,24.84,18.43
693821,381,336,1477,0.241,55,14.44,36,9.45,0.317,0.396,0.7130000000000001,0.15500000000000003,661,133,20.12,9.0,239,16.18,25.19,25.32,15.15
592332,350,320,1469,0.25,103,29.43,28,8.0,0.309,0.422,0.731,0.172,702,196,27.92,13.34,259,17.63,30.97,31.79,21.06
669302,383,360,1463,0.233,98,25.59,18,4.7,0.267,0.397,0.664,0.164,758,198,26.12,13.53,223,15.24,28.78,29.31,20.0
680686,349,298,1450,0.242,79,22.64,46,13.18,0.343,0.416,0.759,0.174,656,169,25.76,11.66,221,15.24,26.9,26.64,17.89
450203,351,291,1442,0.234,100,28.49,47,13.39,0.357,0.364,0.721,0.12999999999999998,607,221,36.41,15.33,267,18.52,33.84,28.99,23.42
605400,365,338,1433,0.24,90,24.66,25,6.85,0.291,0.444,0.735,0.20400000000000001,703,183,26.03,12.77,236,16.47,29.24,34.56,20.93
518876,361,317,1426,0.218,90,24.93,38,10.53,0.308,0.375,0.683,0.157,643,154,23.95,10.8,240,16.83,27.63,30.5,21.23
645261,387,350,1425,0.251,79,20.41,31,8.01,0.312,0.403,0.7150000000000001,0.15200000000000002,737,189,25.64,13.26,202,14.18,27.44,30.69,19.9
592866,353,316,1407,0.301,46,13.03,30,8.5,0.363,0.509,0.872,0.20800000000000002,668,107,16.02,7.6,195,13.86,21.46,26.61,11.08
547179,354,316,1403,0.218,70,19.77,32,9.04,0.291,0.383,0.6739999999999999,0.165,686,172,25.07,12.26,212,15.11,27.37,28.81,16.67
665152,337,300,1400,0.27,70,20.77,34,10.09,0.344,0.467,0.8109999999999999,0.197,665,158,23.76,11.29,200,14.29,25.57,25.34,14.99
656427,344,295,1399,0.298,64,18.6,39,11.34,0.385,0.481,0.866,0.183,575,131,22.78,9.36,256,18.3,27.66,23.16,17.02
673540,338,289,1373,0.19,96,28.4,41,12.13,0.293,0.277,0.5700000000000001,0.08700000000000002,604,160,26.49,11.65,215,15.66,27.31,24.36,22.75
543475,356,326,1363,0.252,58,16.29,24,6.74,0.304,0.506,0.81,0.254,643,127,19.75,9.32,197,14.45,23.77,26.01,16.57
657376,344,304,1357,0.303,62,18.02,29,8.43,0.375,0.5,0.875,0.197,627,139,22.17,10.24,241,17.76,28.0,29.46,14.73
608337,324,279,1351,0.226,86,26.54,38,11.73,0.319,0.466,0.785,0.24000000000000002,603,166,27.53,12.29,235,17.39,29.68,25.8,20.0
669923,354,338,1342,0.246,82,23.16,11,3.11,0.27,0.402,0.672,0.15600000000000003,720,153,21.25,11.4,232,17.29,28.69,29.11,18.14
592791,326,290,1328,0.266,63,19.33,32,9.82,0.34,0.514,0.8540000000000001,0.248,616,119,19.32,8.96,210,15.81,24.77,25.19,16.36
543243,359,326,1326,0.233,81,22.56,28,7.8,0.301,0.337,0.638,0.10400000000000001,616,142,23.05,10.71,232,17.5,28.21,27.41,21.33
686613,312,276,1305,0.246,85,27.24,30,9.62,0.323,0.406,0.7290000000000001,0.16000000000000003,601,163,27.12,12.49,216,16.55,29.04,26.95,21.0
502171,336,305,1302,0.279,47,13.99,29,8.63,0.342,0.42,0.762,0.14099999999999996,557,102,18.31,7.83,241,18.51,26.34,26.81,13.06
453286,324,288,1301,0.222,84,25.93,34,10.49,0.306,0.396,0.702,0.17400000000000002,647,171,26.43,13.14,199,15.3,28.44,28.46,20.19
641540,342,300,1286,0.27,61,17.84,33,9.65,0.349,0.433,0.782,0.16299999999999998,612,128,20.92,9.95,206,16.02,25.97,27.73,16.76
592351,335,292,1282,0.25,69,20.6,35,10.45,0.332,0.421,0.753,0.17099999999999999,606,141,23.27,11.0,195,15.21,26.21,28.53,18.96
607625,307,286,1256,0.252,76,24.76,18,5.86,0.3,0.444,0.744,0.192,575,136,23.65,10.83,234,18.63,29.46,24.83,19.69
