Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,72,45.0,20,18,9,45.0,1,5.0,30,11,36.67,15.28,17,23.61,38.89,19.35,45.9,32.14,0.222,0.263,0.278,0.541,0.05600000000000002
SL,Slider,BR,20,12.5,2,2,2,100.0,0,0.0,7,3,42.86,15.0,10,50.0,65.0,42.86,9.84,33.33,0.0,0.0,0.0,0.0,0.0
CH,Changeup,OS,20,12.5,2,2,1,50.0,0,0.0,7,4,57.14,20.0,3,15.0,35.0,10.0,11.48,14.29,0.0,0.0,0.0,0.0,0.0
SI,Sinker,FB,10,6.25,2,1,0,0.0,0,0.0,3,0,0.0,0.0,1,10.0,10.0,0.0,4.92,0.0,0.0,0.5,0.0,0.5,0.0
KC,Knuckle Curve,BR,10,6.25,4,4,2,50.0,0,0.0,4,1,25.0,10.0,4,40.0,50.0,0.0,4.92,66.67,0.0,0.0,0.0,0.0,0.0
CU,Curveball,BR,8,5.0,2,1,1,50.0,0,0.0,3,0,0.0,0.0,1,12.5,12.5,40.0,6.56,25.0,0.0,0.0,0.0,0.0,0.0
EP,Eephus,,7,4.38,2,2,0,0.0,0,0.0,2,0,0.0,0.0,3,42.86,42.86,20.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0
FC,Cutter,FB,6,3.75,1,1,1,100.0,0,0.0,5,1,20.0,16.67,1,16.67,33.33,100.0,4.92,33.33,0.0,0.0,0.0,0.0,0.0
ST,Sweeper,BR,5,3.12,1,1,1,100.0,0,0.0,3,1,33.33,20.0,1,20.0,40.0,0.0,6.56,25.0,0.0,0.0,0.0,0.0,0.0
FS,Split-Finger,OS,1,0.62,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,,1.64,0.0,1.0,1.0,1.0,2.0,0.0
SV,Slurve,BR,1,0.62,0,0,0,,0,,1,0,0.0,0.0,0,0.0,0.0,,1.64,0.0,,,,,
