Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,426,29.42,107,93,33,30.84,10,9.35,219,74,33.79,17.37,57,13.38,30.75,17.93,28.98,23.24,0.247,0.336,0.527,0.863,0.28
SI,Sinker,FB,276,19.06,72,65,8,11.11,6,8.33,143,22,15.38,7.97,57,20.65,28.62,36.59,12.45,13.11,0.308,0.361,0.477,0.838,0.16899999999999998
SL,Slider,BR,251,17.33,59,49,21,35.59,9,15.25,107,52,48.6,20.72,42,16.73,37.45,33.33,18.37,23.33,0.163,0.305,0.224,0.529,0.061
ST,Sweeper,BR,130,8.98,23,20,8,34.78,2,8.7,45,19,42.22,14.62,25,19.23,33.85,20.0,9.39,17.39,0.15,0.261,0.35,0.611,0.19999999999999998
CH,Changeup,OS,112,7.73,25,24,13,52.0,0,0.0,53,30,56.6,26.79,11,9.82,36.61,37.66,11.22,23.64,0.208,0.24,0.375,0.615,0.167
FC,Cutter,FB,90,6.22,20,17,3,15.0,3,15.0,44,19,43.18,21.11,12,13.33,34.44,25.53,4.9,12.5,0.529,0.6,1.765,2.3649999999999998,1.2359999999999998
CU,Curveball,BR,80,5.52,22,22,15,68.18,0,0.0,31,18,58.06,22.5,22,27.5,50.0,29.27,6.73,45.45,0.045,0.045,0.182,0.22699999999999998,0.137
FS,Split-Finger,OS,39,2.69,10,9,8,80.0,1,10.0,18,13,72.22,33.33,2,5.13,38.46,33.33,4.9,33.33,0.0,0.1,0.0,0.1,0.0
KC,Knuckle Curve,BR,30,2.07,10,8,5,50.0,1,10.0,15,7,46.67,23.33,7,23.33,46.67,35.71,2.04,50.0,0.25,0.4,0.625,1.025,0.375
SV,Slurve,BR,7,0.48,0,0,0,,0,,3,3,100.0,42.86,1,14.29,57.14,40.0,0.41,0.0,,,,,
,,,4,0.28,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,
FO,Forkball,OS,3,0.21,2,2,1,50.0,0,0.0,2,1,50.0,33.33,0,0.0,33.33,50.0,0.61,33.33,0.0,0.0,0.0,0.0,0.0
