Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,342,34.51,75,70,18,24.0,4,5.33,188,47,25.0,13.74,36,10.53,24.27,23.68,33.97,16.82,0.286,0.333,0.443,0.776,0.15700000000000003
SL,Slider,BR,149,15.04,36,33,16,44.44,3,8.33,77,30,38.96,20.13,18,12.08,32.21,31.71,17.78,28.57,0.091,0.167,0.212,0.379,0.121
CH,Changeup,OS,134,13.52,33,30,9,27.27,3,9.09,69,28,40.58,20.9,12,8.96,29.85,38.89,12.7,22.5,0.167,0.242,0.233,0.475,0.066
CU,Curveball,BR,101,10.19,24,20,9,37.5,2,8.33,45,19,42.22,18.81,24,23.76,42.57,40.68,11.11,25.71,0.15,0.25,0.3,0.55,0.15
FC,Cutter,FB,84,8.48,19,14,6,31.58,4,21.05,41,14,34.15,16.67,10,11.9,28.57,25.58,5.4,29.41,0.286,0.421,0.571,0.992,0.285
SI,Sinker,FB,66,6.66,20,19,4,20.0,1,5.0,31,4,12.9,6.06,16,24.24,30.3,22.22,4.13,30.77,0.579,0.6,1.211,1.811,0.6320000000000001
ST,Sweeper,BR,40,4.04,16,14,8,50.0,1,6.25,24,10,41.67,25.0,7,17.5,42.5,52.63,4.76,53.33,0.143,0.25,0.143,0.393,0.0
FS,Split-Finger,OS,40,4.04,16,15,6,37.5,1,6.25,22,10,45.45,25.0,1,2.5,27.5,33.33,6.35,30.0,0.2,0.25,0.267,0.517,0.067
KC,Knuckle Curve,BR,25,2.52,6,4,2,33.33,1,16.67,9,2,22.22,8.0,7,28.0,36.0,29.41,2.22,28.57,0.0,0.333,0.0,0.333,0.0
SV,Slurve,BR,7,0.71,3,3,0,0.0,0,0.0,4,0,0.0,0.0,2,28.57,28.57,33.33,0.95,0.0,0.667,0.667,0.667,1.334,0.0
FO,Forkball,OS,2,0.2,2,2,1,50.0,0,0.0,2,1,50.0,50.0,0,0.0,50.0,100.0,0.32,100.0,0.0,0.0,0.0,0.0,0.0
,,,1,0.1,1,1,1,100.0,0,0.0,0,0,,0.0,0,0.0,0.0,,0.32,100.0,0.0,0.0,0.0,0.0,0.0
