Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,705,30.92,162,144,54,33.33,15,9.26,347,110,31.7,15.6,109,15.46,31.06,22.81,33.38,21.63,0.243,0.321,0.465,0.786,0.22200000000000003
SI,Sinker,FB,502,22.02,137,125,16,11.68,9,6.57,248,26,10.48,5.18,102,20.32,25.5,34.76,14.58,14.95,0.32,0.372,0.504,0.876,0.184
SL,Slider,BR,396,17.37,98,88,28,28.57,7,7.14,181,68,37.57,17.17,60,15.15,32.32,26.61,18.39,20.74,0.17,0.224,0.341,0.5650000000000001,0.171
ST,Sweeper,BR,189,8.29,41,37,12,29.27,3,7.32,91,34,37.36,17.99,18,9.52,27.51,27.27,10.22,16.0,0.27,0.317,0.459,0.776,0.189
FC,Cutter,FB,155,6.8,33,32,8,24.24,1,3.03,70,26,37.14,16.77,25,16.13,32.9,24.66,4.5,24.24,0.375,0.394,0.781,1.175,0.406
CH,Changeup,OS,134,5.88,36,31,6,16.67,2,5.56,60,13,21.67,9.7,17,12.69,22.39,31.4,7.08,11.54,0.387,0.472,0.516,0.988,0.129
CU,Curveball,BR,98,4.3,28,23,4,14.29,3,10.71,39,7,17.95,7.14,17,17.35,24.49,15.09,5.99,9.09,0.348,0.429,0.652,1.081,0.30400000000000005
FS,Split-Finger,OS,41,1.8,10,9,2,20.0,0,0.0,23,5,21.74,12.2,3,7.32,19.51,34.78,2.59,10.53,0.444,0.5,1.0,1.5,0.556
KC,Knuckle Curve,BR,30,1.32,10,10,6,60.0,0,0.0,18,12,66.67,40.0,2,6.67,46.67,54.55,1.77,46.15,0.2,0.2,0.5,0.7,0.3
,,,10,0.44,2,0,0,0.0,2,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,
FA,Other,,7,0.31,3,3,0,0.0,0,0.0,6,0,0.0,0.0,0,0.0,0.0,0.0,0.14,0.0,0.667,0.667,1.667,2.334,1.0
FO,Forkball,OS,6,0.26,2,2,0,0.0,0,0.0,3,0,0.0,0.0,0,0.0,0.0,25.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,4,0.18,3,3,1,33.33,0,0.0,3,1,33.33,25.0,0,0.0,25.0,50.0,0.54,25.0,0.667,0.667,0.667,1.334,0.0
EP,Eephus,,3,0.13,1,1,0,0.0,0,0.0,1,0,0.0,0.0,1,33.33,33.33,33.33,0.14,0.0,0.0,0.0,0.0,0.0,0.0
