Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,445,37.3,107,97,43,40.19,10,9.35,237,90,37.97,20.22,41,9.21,29.44,19.81,37.76,29.05,0.196,0.271,0.577,0.848,0.38099999999999995
CH,Changeup,OS,224,18.78,51,42,23,45.1,9,17.65,99,55,55.56,24.55,24,10.71,35.27,34.01,21.94,26.74,0.071,0.235,0.071,0.306,0.0
SL,Slider,BR,142,11.9,36,28,17,47.22,7,19.44,64,36,56.25,25.35,25,17.61,42.96,33.33,12.5,34.69,0.25,0.417,0.607,1.024,0.357
SI,Sinker,FB,100,8.38,30,26,9,30.0,4,13.33,52,16,30.77,16.0,12,12.0,28.0,22.22,6.12,37.5,0.154,0.267,0.308,0.575,0.154
FC,Cutter,FB,90,7.54,14,11,8,57.14,3,21.43,43,18,41.86,20.0,11,12.22,32.22,20.45,6.12,33.33,0.0,0.214,0.0,0.214,0.0
CU,Curveball,BR,73,6.12,10,8,5,50.0,2,20.0,24,11,45.83,15.07,15,20.55,35.62,10.81,5.87,21.74,0.25,0.4,1.0,1.4,0.75
FS,Split-Finger,OS,53,4.44,15,12,9,60.0,3,20.0,24,17,70.83,32.08,4,7.55,39.62,35.9,4.08,56.25,0.25,0.4,0.5,0.9,0.25
ST,Sweeper,BR,36,3.02,4,3,3,75.0,1,25.0,10,5,50.0,13.89,7,19.44,33.33,22.22,4.08,18.75,0.0,0.25,0.0,0.25,0.0
KC,Knuckle Curve,BR,15,1.26,1,1,0,0.0,0,0.0,8,3,37.5,20.0,3,20.0,40.0,37.5,1.02,0.0,0.0,0.0,0.0,0.0,0.0
,,,6,0.5,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.26,0.0,,1.0,,,
SV,Slurve,BR,5,0.42,2,2,1,50.0,0,0.0,2,1,50.0,20.0,1,20.0,40.0,33.33,0.26,100.0,0.5,0.5,0.5,1.0,0.0
FA,Other,,2,0.17,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,1.0,1.0,4.0,5.0,3.0
EP,Eephus,,2,0.17,1,1,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,,0.0,,1.0,1.0,1.0,2.0,0.0
