Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,171,30.0,42,36,13,30.95,6,14.29,77,20,25.97,11.7,29,16.96,28.65,17.33,33.71,22.03,0.278,0.381,0.361,0.742,0.08299999999999996
SL,Slider,BR,132,23.16,30,25,13,43.33,5,16.67,54,27,50.0,20.45,19,14.39,34.85,25.0,24.57,30.23,0.16,0.3,0.16,0.45999999999999996,0.0
SI,Sinker,FB,96,16.84,31,25,4,12.9,3,9.68,37,3,8.11,3.12,22,22.92,26.04,20.41,12.57,18.18,0.48,0.548,0.64,1.1880000000000002,0.16000000000000003
ST,Sweeper,BR,58,10.18,13,13,7,53.85,0,0.0,27,16,59.26,27.59,12,20.69,48.28,37.5,10.29,38.89,0.231,0.231,0.231,0.462,0.0
FC,Cutter,FB,50,8.77,8,7,1,12.5,1,12.5,21,5,23.81,10.0,10,20.0,30.0,20.83,3.43,16.67,0.286,0.375,0.571,0.946,0.285
CH,Changeup,OS,21,3.68,5,4,3,60.0,1,20.0,9,3,33.33,14.29,2,9.52,23.81,23.08,8.0,21.43,0.25,0.4,0.25,0.65,0.0
CU,Curveball,BR,21,3.68,9,9,1,11.11,0,0.0,14,5,35.71,23.81,5,23.81,47.62,57.14,2.86,20.0,0.556,0.556,0.778,1.334,0.22199999999999998
KC,Knuckle Curve,BR,18,3.16,5,4,1,20.0,1,20.0,8,4,50.0,22.22,2,11.11,33.33,27.27,4.0,14.29,0.0,0.2,0.0,0.2,0.0
FS,Split-Finger,OS,2,0.35,1,0,0,0.0,1,100.0,1,1,100.0,50.0,0,0.0,50.0,50.0,0.57,0.0,,1.0,,,
,,,1,0.18,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,
